Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
North Western	Tuen Mun River	TN5	2/6/2023	1	4.9	60	0.51	0.07	<1	2	21	<1	1300	<0.1	21	14000	5.3	<1	30011	4	<0.01	79	6.5	9900	null	0.7	<0.01	<50	<1	60	<1	8	5	0.33	0.051	<0.5	<0.002	8.1	2.2	21.4	3	<1	<0.02	5.9	<1	0.96	4	0.09	33000	5800	1.7	3	18.8	<10	4000
North Western	Tuen Mun River	TN5	3/13/2023	1	1.9	<50	0.35	0.11	<1	2	18	<1	3200	<0.1	7	15000	1.5	1	36302	4	<0.01	74	5.7	30000	null	0.7	<0.01	50	<1	40	<1	9	7	0.37	0.029	<0.5	0.01	7.9	0.3	25.5	2.7	<1	<0.02	7.5	<1	0.57	2	0.08	40000	11000	2.4	3	20.3	10	11000
North Western	Tuen Mun River	TN5	4/14/2023	1	2.7	60	0.68	0.08	<1	2	26	<1	2200	<0.1	15	13000	4.5	2	24976	3	<0.01	58	4.5	41000	null	0.7	<0.01	60	<1	120	<1	6	5	0.61	0.06	<0.5	0.051	7.6	1.5	15.7	5.1	<1	<0.02	7.4	<1	0.94	4	0.14	24000	3100	1.8	4	23.4	10	18000
North Western	Tuen Mun River	TN5	5/8/2023	1	4	<50	0.88	<0.05	<1	2	24	<1	1100	<0.1	24	7000	1.6	2	18746	3	<0.01	73	5.8	460000	null	0.5	<0.01	<50	<1	100	<1	6	4	0.75	0.067	<0.5	0.026	7.7	1.1	11.5	2.5	<1	<0.02	6	<1	1.4	9	0.09	18000	3200	6.4	2	23.5	20	96000
North Western	Tuen Mun River	TN5	6/9/2023	1	1.7	60	0.38	<0.05	<1	1	20	<1	840	<0.1	15	4800	1.1	<1	14730	2	<0.01	72	5.4	200000	null	0.5	<0.01	<50	<1	70	<1	5	3	0.54	0.054	<0.5	0.035	7.9	1.4	8	6.8	<1	<0.02	3	<1	0.95	5	0.11	13000	2300	4.3	<2	28.2	10	90000
North Western	Tuen Mun River	TN5	7/10/2023	1	2.2	<50	0.37	<0.05	<1	1	27	<1	690	<0.1	23	2500	3	<1	8888	1	<0.01	68	5.1	64000	null	0.6	<0.01	<50	<1	90	<1	4	2	0.72	0.069	<0.5	0.028	7.6	1.8	4.5	13	<1	<0.02	2.4	<1	0.82	5	0.08	6600	1300	1.2	<2	29.5	<10	15000
North Western	Tuen Mun River	TN5	8/2/2023	1	1.1	<50	0.68	<0.05	<1	2	23	<1	1600	<0.1	25	6300	0.8	<1	22140	2	<0.01	71	5.1	66000	null	0.6	<0.01	<50	<1	90	<1	7	2	0.52	0.074	<0.5	0.084	7.5	<0.2	12.2	12	<1	<0.02	2.8	<1	0.94	5	0.11	16000	3200	2.9	2	29	<10	15000
North Western	Tuen Mun River	TN5	9/6/2023	1	1	50	0.42	<0.05	<1	1	21	<1	1300	<0.1	21	6200	1.1	1	18236	2	<0.01	81	6	38000	null	0.6	<0.01	<50	<1	110	<1	6	3	0.55	0.042	<0.5	0.036	7.5	0.9	10.1	12	<1	<0.02	4.3	<1	0.88	4	0.09	19000	3500	2.7	2	28.2	<10	4700
North Western	Tuen Mun River	TN5	10/12/2023	1	1.2	<50	0.55	<0.05	<1	<1	22	<1	1200	<0.1	13	6200	0.5	<1	17761	2	<0.01	83	6.3	110000	null	0.6	<0.01	<50	<1	130	<1	6	4	0.53	0.028	<0.5	0.052	7.6	<0.2	10.1	12	<1	<0.02	40	<1	1.1	2	0.1	16000	2900	3	<2	26.6	20	46000
North Western	Tuen Mun River	TN5	11/2/2023	1	1.6	<50	0.38	<0.05	<1	2	21	<1	2500	<0.1	14	12000	3.3	1	32317	4	<0.01	68	4.9	24000	null	0.6	<0.01	60	<1	90	<1	8	7	0.31	0.039	<0.5	0.024	7.4	2.4	19.3	5.8	<1	<0.02	6.1	<1	0.79	3	0.12	34000	9400	2.6	6	26.9	<10	3500
North Western	Tuen Mun River	TN5	12/15/2023	1	2.2	<50	0.61	0.06	<1	2	24	<1	2400	<0.1	15	13000	6.9	1	33167	3	<0.01	61	4.5	10000	null	0.7	<0.01	<50	<1	120	<1	8	6	0.34	0.034	<0.5	0.009	7.3	0.6	21.2	4.5	<1	<0.02	3.3	<1	0.93	3	0.21	32000	5200	3.4	3	24	20	2500
North Western	Tuen Mun River	TN6	1/11/2023	1	0.3	50	0.4	<0.05	<1	2	22	<1	1600	<0.1	22	14000	0.5	1	31535	4	<0.01	65	5.2	<10	null	0.7	<0.01	<50	<1	50	<1	9	5	0.42	0.035	<0.5	0.019	8.3	<0.2	22.4	4	<1	<0.02	8.3	<1	0.74	4	0.13	31000	5100	3	3	19.1	<10	<10
North Western	Tuen Mun River	TN6	2/6/2023	1	3.4	70	0.51	<0.05	<1	2	20	<1	1300	<0.1	13	14000	4.7	<1	33351	4	<0.01	88	7.1	38000	null	0.7	<0.01	<50	<1	40	<1	9	5	0.28	0.075	<0.5	<0.002	7.9	2	24.1	2.6	<1	<0.02	3	<1	0.84	4	0.09	37000	7600	2.7	3	18.8	10	12000
North Western	Tuen Mun River	TN6	3/13/2023	1	1.5	<50	0.36	<0.05	<1	2	18	<1	3300	<0.1	7	18000	1.9	1	36938	5	<0.01	74	5.8	18000	null	0.7	<0.01	60	<1	30	<1	10	7	0.31	0.026	<0.5	0.017	7.8	0.3	26.2	1.8	<1	<0.02	9	<1	0.56	2	0.07	45000	12000	2.3	3	20	10	9000
North Western	Tuen Mun River	TN6	4/14/2023	1	2	50	0.36	0.16	<1	2	21	<1	3400	<0.1	8	14000	3.9	2	36838	4	<0.01	84	6.1	21000	null	0.7	<0.01	110	<1	60	<1	9	7	0.49	0.051	<0.5	0.023	7.8	2.1	23.7	2.7	<1	<0.02	5.2	<1	0.52	4	0.11	41000	9000	1.7	4	24.1	<10	3500
North Western	Tuen Mun River	TN6	5/8/2023	1	2.1	<50	0.8	<0.05	<1	2	21	<1	1600	<0.1	13	11000	2.5	<1	28921	3	<0.01	68	5.2	230000	null	0.6	<0.01	<50	<1	80	<1	7	4	0.47	0.083	<0.5	0.029	7.7	1.9	18.3	1.4	<1	<0.02	9.8	<1	1.2	6	0.09	26000	4600	4.2	3	23.8	10	80000
North Western	Tuen Mun River	TN6	6/9/2023	1	1.3	<50	0.33	0.06	<1	1	18	<1	1600	<0.1	17	8600	6.6	1	12177	3	<0.01	70	5.4	230000	null	0.6	<0.01	<50	<1	40	<1	7	3	0.53	0.057	<0.5	0.081	7.5	1.2	6.7	5.1	<1	<0.02	3.8	<1	0.69	3	0.1	20000	3600	4.7	<2	27.1	10	38000
North Western	Tuen Mun River	TN6	7/10/2023	1	2.5	<50	0.33	<0.05	<1	1	26	<1	1600	<0.1	29	8300	14	<1	21364	2	<0.01	77	5.6	70000	null	0.6	<0.01	<50	<1	70	<1	6	3	0.51	0.055	<0.5	0.022	7.4	2.4	11.8	8.6	<1	<0.02	5.3	<1	0.78	4	0.09	17000	3200	1.8	<2	28.8	<10	12000
North Western	Tuen Mun River	TN6	8/2/2023	1	1.5	<50	0.49	<0.05	<1	2	23	<1	1500	<0.1	17	6600	0.9	<1	20673	2	<0.01	75	5.4	55000	null	0.5	<0.01	<50	<1	80	<1	6	2	0.52	0.058	<0.5	0.075	7.4	<0.2	11.5	9.8	<1	<0.02	2.3	<1	0.84	3	0.11	16000	3200	4	2	28.4	<10	10000
North Western	Tuen Mun River	TN6	9/6/2023	1	0.9	<50	0.58	<0.05	<1	1	23	<1	1900	<0.1	19	9700	1	1	27090	3	<0.01	60	4.4	58000	null	0.7	<0.01	<50	<1	140	<1	8	5	0.42	0.057	<0.5	0.052	7.2	0.6	15.9	9.6	<1	<0.02	2.3	<1	1.1	3	0.12	23000	4300	1.8	3	26.9	<10	14000
North Western	Tuen Mun River	TN6	10/12/2023	1	0.9	<50	0.45	<0.05	<1	1	20	<1	2600	<0.1	11	12000	0.4	1	30547	3	<0.01	68	5	310000	null	0.7	<0.01	<50	<1	100	<1	8	5	0.35	0.02	<0.5	0.022	7.4	<0.2	19.1	7.2	<1	<0.02	33	<1	1	2	0.09	30000	6100	1.7	3	24.7	20	110000
North Western	Tuen Mun River	TN6	11/2/2023	1	0.9	<50	0.55	<0.05	<1	2	23	<1	2800	<0.1	14	11000	2.2	1	30895	3	<0.01	70	5.2	24000	null	0.6	<0.01	60	<1	120	<1	7	7	0.36	0.042	<0.5	0.02	7.2	<0.2	19	6	<1	<0.02	1.8	<1	0.89	4	0.1	31000	8200	2.2	6	25.5	10	8000
North Western	Tuen Mun River	TN6	12/15/2023	1	1.4	<50	0.34	0.07	<1	2	17	<1	2800	<0.1	7	16000	2.2	1	39505	4	<0.01	75	5.5	3400	null	0.8	<0.01	<50	<1	50	<1	11	7	0.31	0.046	<0.5	0.005	7.3	<0.2	25.9	2.6	<1	<0.02	2.5	<1	0.58	3	0.08	41000	6700	2.2	3	23.7	20	770
Tolo Harbour And Channel	Lam Tsuen River	TR12	1/4/2023	1	0.7	<50	0.14	0.49	<1	<1	64	<1	<50	<0.1	19	95	2.6	<1	451	1	<0.01	148	13.7	33000	0.017	0.2	<0.01	<50	<1	60	<1	<2	2	0.93	0.03	<0.5	0.086	7.4	2.8	0.3	25	<1	<0.02	2.6	<1	0.53	6	0.14	410	130	2	<2	18.8	<10	12000
Tolo Harbour And Channel	Lam Tsuen River	TR12	2/9/2023	1	3.2	<50	0.15	0.17	<1	<1	66	<1	<50	<0.1	16	130	4	<1	577	1	<0.01	130	11.8	38000	0.023	0.2	<0.01	<50	<1	90	<1	<2	<1	1	0.043	<0.5	0.1	7.2	5.4	0.3	22	<1	<0.02	2.7	<1	0.7	5	0.23	270	47	1.9	<2	20.1	<10	12000
Tolo Harbour And Channel	Lam Tsuen River	TR12	3/10/2023	1	5.6	<50	0.048	0.27	<1	<1	58	<1	<50	<0.1	8	110	3.7	<1	507	2	<0.01	188	15.5	17000	0.008	0.2	<0.01	50	<1	120	<1	<2	2	0.77	0.081	<0.5	0.068	8.6	5.3	0.2	20	<1	<0.02	2.2	<1	0.54	5	0.13	380	120	2.4	<2	25	<10	9000
Tolo Harbour And Channel	Lam Tsuen River	TR12	4/20/2023	1	4.4	<50	0.016	0.37	1	1	55	<1	<50	<0.1	23	75	1.8	<1	425	5	<0.01	124	10.2	49000	0.013	0.2	<0.01	<50	<1	30	<1	<2	2	1.5	0.074	<0.5	0.071	7.9	2.7	0.2	19	<1	<0.02	1.7	<1	1.2	7	0.14	380	140	2.9	<2	25.1	20	21000
Tolo Harbour And Channel	Lam Tsuen River	TR12	5/24/2023	1	3.8	<50	0.1	0.3	2	1	41	<1	<50	<0.1	23	150	1.9	<1	425	6	<0.01	177	14.3	62000	0.014	0.3	<0.01	<50	<1	20	<1	3	2	1.7	0.072	<0.5	0.032	8.1	4.5	0.2	17	<1	<0.02	2	<1	0.88	10	0.14	360	66	3.3	<2	26.2	<10	40000
Tolo Harbour And Channel	Lam Tsuen River	TR12	6/1/2023	1	4.1	<50	0.24	<0.05	<1	1	34	<1	<50	<0.1	23	220	1.9	<1	474	3	<0.01	104	8.4	220000	0.017	<0.2	<0.01	<50	<1	20	<1	<2	3	1.6	0.058	<0.5	0.053	7.7	2.3	0.2	9.3	<1	<0.02	4.8	<1	0.92	9	0.17	450	78	10.8	<2	26.5	10	29000
Tolo Harbour And Channel	Lam Tsuen River	TR12	7/24/2023	1	3.9	<50	0.011	0.13	<1	1	42	<1	<50	<0.1	14	170	9.8	<1	629	2	<0.01	192	14.3	38000	0.007	0.2	<0.01	60	<1	60	<1	<2	1	0.67	0.027	<0.5	0.044	8.5	7.6	0.3	17	<1	<0.02	0.6	<1	0.47	7	0.08	410	130	1.3	<2	30.8	<10	9000
Tolo Harbour And Channel	Lam Tsuen River	TR12	8/23/2023	1	2.6	<50	0.018	0.12	<1	1	43	<1	<50	<0.1	15	42	3	<1	385	2	<0.01	155	11.6	68000	0.01	0.4	<0.01	<50	<1	<10	<1	<2	1	1.4	0.049	<0.5	0.04	7.9	<0.2	0.2	17	<1	<0.02	0.9	<1	0.19	3	0.07	220	76	0.9	<2	30.8	<10	16000
Tolo Harbour And Channel	Lam Tsuen River	TR12	9/22/2023	1	<0.1	<50	0.01	<0.05	<1	<1	15	<1	<50	<0.1	11	<10	3.1	<1	100	<1	<0.01	109	8.7	9000	1.391	<0.2	<0.01	80	<1	30	<1	<2	<1	0.43	0.018	<0.5	0.013	8	1.4	0	19	<1	<0.02	1.9	<1	0.22	2	0.03	120	91	1.8	<2	27.1	<10	1600
Tolo Harbour And Channel	Lam Tsuen River	TR12	10/16/2023	1	0.7	<50	0.009	<0.05	<1	<1	15	<1	<50	<0.1	4	<10	0.9	<1	92	<1	<0.01	111	9.2	4300	1.188	<0.2	<0.01	<50	<1	20	<1	<2	<1	0.42	0.014	<0.5	0.01	7.9	0.8	0	18	<1	<0.02	3.2	<1	0.1	1	0.03	88	28	1.4	<2	24.7	<10	800
Tolo Harbour And Channel	Lam Tsuen River	TR12	11/11/2023	1	3	<50	0.13	<0.05	<1	<1	20	<1	<50	<0.1	15	<10	6.5	<1	110	2	<0.01	98	8.3	60000	1.787	<0.2	<0.01	80	<1	20	<1	<2	1	1.4	0.029	<0.5	0.075	7.6	1.4	0.1	13	<1	<0.02	25	<1	0.78	6	0.16	130	20	18.9	<2	23.9	<10	15000
Tolo Harbour And Channel	Lam Tsuen River	TR12	12/2/2023	1	0.8	<50	0.012	<0.05	<1	<1	23	<1	<50	<0.1	3	<10	2.7	<1	149	<1	<0.01	109	9.9	1100	0.191	0.2	<0.01	<50	<1	30	<1	<2	<1	0.58	0.01	<0.5	0.026	8.2	2.5	0.1	18	<1	<0.02	1	<1	0.15	1	0.05	130	64	1.7	<2	19.8	<10	360
Tolo Harbour And Channel	Lam Tsuen River	TR12B	1/4/2023	1	0.8	<50	0.031	<0.05	<1	<1	20	<1	<50	<0.1	2	<10	0.7	<1	94	<1	<0.01	111	10.4	150	0.392	0.2	<0.01	<50	<1	<10	<1	<2	<1	0.72	0.005	<0.5	0.026	7.5	1	0.1	18	<1	<0.02	<0.5	<1	0.16	1	0.05	130	60	0.6	<2	18.4	<10	90
Tolo Harbour And Channel	Lam Tsuen River	TR12B	2/9/2023	1	0.6	<50	0.031	<0.05	<1	<1	21	<1	<50	<0.1	5	<10	0.9	<1	109	<1	<0.01	109	9.9	620	0.424	0.2	<0.01	<50	<1	20	<1	<2	<1	1	0.006	<0.5	0.027	7.4	0.8	0.1	17	<1	<0.02	0.9	<1	0.17	3	0.07	280	64	0.6	<2	20.1	<10	450
Tolo Harbour And Channel	Lam Tsuen River	TR12B	3/10/2023	1	1.1	<50	0.037	<0.05	<1	<1	27	<1	<50	<0.1	<2	12	0.7	<1	118	1	<0.01	111	9.6	710	0.303	0.2	<0.01	<50	<1	20	<1	<2	1	0.55	0.009	<0.5	0.012	7.4	0.3	0.1	18	<1	<0.02	0.9	<1	0.16	1	0.03	140	100	0.8	<2	22.8	<10	140
Tolo Harbour And Channel	Lam Tsuen River	TR12B	4/20/2023	1	0.9	<50	0.013	<0.05	<1	<1	29	<1	<50	<0.1	11	<10	2.1	<1	132	1	<0.01	96	8.1	16000	0.389	0.2	<0.01	60	<1	<10	<1	<2	2	0.47	0.012	<0.5	0.009	7.4	0.9	0.1	17	<1	<0.02	1.5	<1	0.37	4	0.07	190	54	0.7	<2	24.4	<10	1000
Tolo Harbour And Channel	Lam Tsuen River	TR12B	5/24/2023	1	0.7	<50	0.024	<0.05	<1	<1	24	<1	<50	<0.1	26	<10	0.7	<1	127	1	<0.01	98	8	6600	0.983	<0.2	<0.01	<50	<1	10	<1	<2	1	1	0.052	<0.5	<0.002	7.5	0.9	0.1	18	<1	<0.02	2.4	<1	0.17	5	0.05	110	56	2.2	<2	25.5	<10	1000
Tolo Harbour And Channel	Lam Tsuen River	TR12B	6/1/2023	1	1.4	<50	0.019	<0.05	<1	<1	20	<1	<50	<0.1	17	<10	1.1	<1	103	2	<0.01	99	7.9	25000	2.111	<0.2	<0.01	70	<1	<10	<1	<2	1	1	0.015	<0.5	0.01	7.4	0.5	0.1	15	<1	<0.02	6.9	<1	0.42	8	0.09	110	74	5.2	<2	26.8	<10	6200
Tolo Harbour And Channel	Lam Tsuen River	TR12B	7/24/2023	1	0.3	<50	0.021	<0.05	<1	<1	16	<1	<50	<0.1	4	<10	1.3	<1	100	<1	<0.01	106	8	14000	1.231	<0.2	<0.01	70	<1	10	<1	<2	<1	0.53	0.004	<0.5	0.034	7.5	0.9	0	20	<1	<0.02	3.9	<1	0.18	2	0.04	98	67	1.3	<2	29.9	<10	670
Tolo Harbour And Channel	Lam Tsuen River	TR12B	8/23/2023	1	0.4	<50	0.034	<0.05	<1	<1	16	<1	<50	<0.1	12	<10	1.5	<1	103	<1	<0.01	104	7.9	4500	1.015	<0.2	<0.01	60	<1	20	<1	<2	<1	0.49	0.006	<0.5	0.027	7.4	<0.2	0	20	<1	<0.02	5.7	<1	0.14	2	0.05	60	41	1.7	<2	30.1	<10	260
Tolo Harbour And Channel	Lam Tsuen River	TR12B	9/22/2023	1	<0.1	<50	0.015	<0.05	<1	<1	11	<1	<50	<0.1	8	<10	2.5	<1	76	<1	<0.01	109	8.4	10000	1.538	<0.2	<0.01	90	<1	50	<1	<2	<1	0.23	0.022	<0.5	0.013	7.6	0.9	0	19	<1	<0.02	2.3	<1	0.19	2	0.02	120	72	1.4	<2	29.3	<10	1200
Tolo Harbour And Channel	Lam Tsuen River	TR12B	10/16/2023	1	0.5	<50	0.007	<0.05	<1	<1	12	<1	<50	<0.1	3	<10	0.3	<1	70	<1	<0.01	105	8.5	2100	1.462	<0.2	<0.01	<50	<1	30	<1	<2	<1	0.31	0.019	<0.5	0.008	7.4	<0.2	0	18	<1	<0.02	13	<1	0.12	<1	0.03	59	12	1.3	<2	26.3	<10	900
Tolo Harbour And Channel	Lam Tsuen River	TR12B	11/11/2023	1	0.9	<50	0.042	<0.05	<1	<1	21	<1	<50	<0.1	9	<10	2.5	<1	90	2	<0.01	98	8.3	15000	1.424	<0.2	<0.01	<50	<1	20	<1	<2	1	1.4	0.013	<0.5	0.047	7.3	2.2	0	15	<1	<0.02	7	<1	0.49	3	0.15	96	16	5.9	<2	23.7	<10	6200
Tolo Harbour And Channel	Lam Tsuen River	TR12B	12/2/2023	1	0.6	<50	0.011	<0.05	<1	<1	18	<1	<50	<0.1	<2	<10	1	<1	98	<1	<0.01	113	10.1	190	0.978	<0.2	<0.01	<50	<1	20	<1	<2	<1	0.58	0.007	<0.5	0.026	7.8	0.9	0.1	17	<1	<0.02	0.9	<1	0.19	<1	0.04	100	44	0.7	<2	20.5	<10	87
Tolo Harbour And Channel	Lam Tsuen River	TR12C	1/4/2023	1	2.4	<50	0.14	<0.05	<1	<1	27	<1	<50	<0.1	7	11	3.7	<1	174	<1	<0.01	97	9.2	3600	0.007	<0.2	<0.01	<50	<1	10	<1	<2	1	0.69	0.021	<0.5	0.031	7.6	1.6	0.1	19	<1	<0.02	2.2	<1	0.33	3	0.07	160	44	2.4	<2	17.7	<10	2300
Tolo Harbour And Channel	Lam Tsuen River	TR12C	2/9/2023	1	1.8	<50	0.25	<0.05	<1	<1	18	<1	<50	<0.1	12	11	3.6	<1	178	<1	<0.01	87	8	6100	0.014	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1	0.043	<0.5	0.049	7.1	5.1	0.1	18	<1	<0.02	3.1	<1	0.49	4	0.1	170	48	1.9	<2	19.4	<10	1200
Tolo Harbour And Channel	Lam Tsuen River	TR12C	3/10/2023	1	1.7	<50	0.17	0.05	<1	<1	33	<1	<50	<0.1	4	15	0.5	<1	206	<1	<0.01	91	8	7500	0.006	<0.2	<0.01	<50	<1	20	<1	<2	<1	0.62	0.021	<0.5	0.034	7.5	<0.2	0.1	19	<1	<0.02	2.3	<1	0.43	2	0.08	170	100	4.6	<2	21.3	<10	4800
Tolo Harbour And Channel	Lam Tsuen River	TR12C	4/20/2023	1	4	<50	0.11	<0.05	<1	<1	32	<1	<50	<0.1	13	11	2.4	<1	226	1	<0.01	75	6.3	9000	0.029	<0.2	<0.01	120	<1	10	<1	<2	2	0.93	0.047	<0.5	0.045	7.5	2.7	0.1	20	<1	<0.02	20	<1	0.98	5	0.21	230	60	4	<2	23.9	<10	4200
Tolo Harbour And Channel	Lam Tsuen River	TR12C	5/24/2023	1	1.2	<50	0.049	<0.05	<1	<1	27	<1	<50	<0.1	19	12	1.8	<1	216	<1	<0.01	89	7.3	20000	0.092	0.2	<0.01	90	<1	10	<1	<2	1	0.82	0.047	<0.5	0.015	7.7	2.5	0.1	20	<1	<0.02	10	<1	0.23	8	0.08	220	44	1.3	<2	25	<10	14000
Tolo Harbour And Channel	Lam Tsuen River	TR12C	6/1/2023	1	1.4	<50	0.064	<0.05	<1	<1	25	<1	<50	<0.1	23	<10	0.9	<1	182	1	<0.01	87	7	59000	0.135	0.2	<0.01	160	<1	<10	<1	<2	1	0.97	0.019	<0.5	0.066	7.7	1.1	0.1	17	<1	<0.02	9.8	<1	0.55	10	0.14	160	100	4.7	<2	26	<10	38000
Tolo Harbour And Channel	Lam Tsuen River	TR12C	7/24/2023	1	1.5	<50	0.086	<0.05	<1	<1	26	<1	<50	<0.1	8	<10	1.8	<1	217	<1	<0.01	99	7.6	19000	0.058	0.2	<0.01	220	<1	60	<1	<2	<1	0.86	0.017	<0.5	0.058	7.6	1.4	0.1	18	<1	<0.02	5.7	<1	0.36	4	0.1	160	90	2.5	<2	28.9	<10	4400
Tolo Harbour And Channel	Lam Tsuen River	TR12C	8/23/2023	1	1.3	<50	0.11	<0.05	<1	<1	27	<1	<50	<0.1	13	<10	3.2	<1	214	<1	<0.01	99	7.6	80000	0.06	0.2	<0.01	210	<1	20	<1	<2	<1	0.69	0.013	<0.5	0.034	7.5	4.2	0.1	20	<1	<0.02	21	<1	0.48	3	0.12	150	65	3.7	<2	29.5	<10	2400
Tolo Harbour And Channel	Lam Tsuen River	TR12C	9/22/2023	1	0.6	<50	0.049	<0.05	<1	<1	24	<1	<50	<0.1	9	<10	1.3	<1	155	<1	<0.01	104	8.2	12000	0.958	<0.2	<0.01	240	<1	50	<1	<2	1	0.56	0.022	<0.5	0.015	7.6	<0.2	0.1	20	<1	<0.02	3.2	<1	0.31	3	0.06	140	48	3.2	<2	27.9	<10	2800
Tolo Harbour And Channel	Lam Tsuen River	TR12C	10/16/2023	1	0.7	<50	0.057	<0.05	<1	<1	20	<1	<50	<0.1	6	<10	0.6	<1	125	<1	<0.01	106	8.7	4700	0.182	<0.2	<0.01	250	<1	50	<1	<2	<1	0.43	0.025	<0.5	0.011	7.5	<0.2	0.1	20	<1	<0.02	3.2	<1	0.17	2	0.05	99	80	2.2	<2	25.7	<10	1500
Tolo Harbour And Channel	Lam Tsuen River	TR12C	11/11/2023	1	2.5	<50	0.1	<0.05	<1	<1	27	<1	<50	<0.1	18	<10	1.3	<1	154	1	<0.01	96	8.1	43000	0.384	<0.2	<0.01	270	<1	40	<1	<2	1	0.94	0.019	<0.5	0.065	7.4	0.7	0.1	12	<1	<0.02	12	<1	0.7	6	0.2	150	19	9.9	<2	23.9	<10	9000
Tolo Harbour And Channel	Lam Tsuen River	TR12C	12/2/2023	1	1.2	<50	0.072	<0.05	<1	<1	23	<1	<50	<0.1	6	11	0.8	<1	176	<1	<0.01	104	9.4	1200	0.018	<0.2	<0.01	130	<1	40	<1	<2	<1	0.57	0.013	<0.5	0.023	7.7	0.5	0.1	20	<1	<0.02	1	<1	0.23	1	0.05	150	44	2.1	<2	20.2	<10	610
Tolo Harbour And Channel	Lam Tsuen River	TR12D	1/4/2023	1	<0.1	<50	0.017	<0.05	<1	<1	18	<1	<50	<0.1	4	<10	0.5	<1	55	<1	<0.01	104	10	1400	0.082	0.3	<0.01	<50	<1	<10	<1	<2	<1	0.23	0.002	<0.5	0.009	7.6	0.7	0	18	<1	<0.02	1.4	<1	0.15	1	0.04	100	49	0.6	<2	17.1	10	140
Tolo Harbour And Channel	Lam Tsuen River	TR12D	2/9/2023	1	0.5	<50	0.018	<0.05	<1	<1	18	<1	<50	<0.1	8	<10	0.9	<1	54	<1	<0.01	104	9.7	810	0.07	0.3	<0.01	<50	<1	<10	<1	<2	<1	0.29	0.002	<0.5	0.013	7.4	1.2	0	17	<1	<0.02	2.2	<1	0.12	2	0.03	100	54	0.8	<2	18.8	<10	380
Tolo Harbour And Channel	Lam Tsuen River	TR12D	3/10/2023	1	0.9	<50	0.011	<0.05	<1	<1	23	<1	<50	<0.1	2	<10	0.9	<1	75	<1	<0.01	107	9.4	100	0.016	0.3	<0.01	<50	<1	<10	<1	<2	<1	0.26	0.009	<0.5	0.005	7.5	0.7	0	18	<1	<0.02	0.9	<1	0.19	1	0.02	110	89	1	<2	21.9	10	60
Tolo Harbour And Channel	Lam Tsuen River	TR12D	4/20/2023	1	1	<50	0.026	<0.05	<1	<1	27	<1	<50	<0.1	6	<10	3.9	<1	84	1	<0.01	99	8.4	3400	0.08	0.3	<0.01	<50	<1	<10	<1	<2	1	0.41	0.01	<0.5	0.008	7.4	4	0	18	<1	<0.02	16	<1	0.52	3	0.06	140	44	1.4	<2	23.5	10	800
Tolo Harbour And Channel	Lam Tsuen River	TR12D	5/24/2023	1	0.5	<50	0.011	<0.05	<1	<1	21	<1	<50	<0.1	11	150	0.6	<1	97	<1	<0.01	101	8.4	2000	0.072	0.3	<0.01	<50	<1	<10	<1	<2	<1	0.43	0.016	<0.5	<0.002	7.7	0.7	0	18	<1	<0.02	1.1	<1	0.13	3	0.02	290	39	1.1	<2	24.5	30	540
Tolo Harbour And Channel	Lam Tsuen River	TR12D	6/1/2023	1	0.4	<50	0.012	0.05	<1	<1	20	<1	<50	<0.1	10	19	0.9	<1	68	1	<0.01	101	8.2	6300	0.02	0.3	<0.01	<50	<1	<10	<1	<2	<1	0.67	0.002	<0.5	0.011	7.5	0.8	0	16	<1	<0.02	2.1	<1	0.17	4	0.03	78	32	2.2	<2	25.9	10	3700
