"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"North Western","Tung Chung River","TC3","2022-07-07","1","2.4","<50","0.2","<0.05","<1","<1","12","<1","<50","<0.1","2","<10","<0.2","<1","50","<1","<0.01","101","8","16000","0.276","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.15","0.008","<0.5","0.013","7.1","<0.2","0","14","<1","<0.02","1.8","<1","0.27","1","<0.02","70","54","1.1","<2","27.3","<10","2200"
"North Western","Tung Chung River","TC3","2022-08-05","1","0.9","<50","0.16","<0.05","<1","<1","11","<1","<50","<0.1","10","<10","0.7","<1","52","<1","<0.01","102","8.2","39000","0.333","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.59","0.008","<0.5","0.007","7.3","0.7","0","11","<1","<0.02","1.1","<1","0.26","2","0.03","140","42","4.1","<2","26.8","<10","9000"
"North Western","Tung Chung River","TC3","2022-09-14","1","2.3","<50","0.57","<0.05","<1","1","10","<1","<50","<0.1","7","<10","1.3","<1","103","<1","<0.01","106","8","63000","0.071","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.086","0.006","<0.5","0.036","8.1","1.4","0","15","<1","<0.02","2.9","<1","0.87","2","0.06","48","11","2","<2","29.7","<10","34000"
"North Western","Tung Chung River","TC3","2022-10-21","1","6.8","<50","1.4","0.17","3","2","12","<1","<50","<0.1","10","<10","0.7","<1","128","<1","<0.01","106","8.3","94000","0.042","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.14","0.035","<0.5","0.099","8.3","0.5","0.1","15","<1","<0.02","1.5","<1","1.8","3","0.17","100","32","2","<2","28.2","<10","61000"
"North Western","Tung Chung River","TC3","2022-11-24","1","8.9","<50","1.8","0.89","<1","1","13","<1","<50","<0.1","14","14","1.8","<1","133","<1","<0.01","92","7.7","80000","0.027","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.4","0.044","<0.5","0.22","7.8","0.2","0.1","15","<1","<0.02","2.9","<1","2.2","4","0.23","100","54","4.8","<2","24","<10","45000"
"North Western","Tung Chung River","TC3","2022-12-10","1","8.3","<50","1.6","0.69","<1","1","13","<1","<50","<0.1","11","<10","0.9","<1","208","<1","<0.01","97","8.7","77000","0.025","<0.2","<0.01","<50","<1","<10","<1","<2","2","0.15","0.05","<0.5","0.13","7.9","0.3","0.1","7.4","<1","<0.02","2.2","<1","2.1","3","0.18","230","46","2.2","<2","20.9","<10","32000"
"North Western","Tuen Mun River","TN1","2022-01-17","1","31","<50","8.1","1.2","<1","<1","22","<1","190","<0.1","68","550","4.6","<1","2101","2","<0.01","33","3","250000","0.122","0.4","<0.01","155","<1","114","<1","3","2","0.025","0.13","0.8","0.55","7.6","7.8","1.2","9","<1","0.05","11","<1","9.4","12","0.88","1400","450","10.1","<2","20.3","12","100000"
"North Western","Tuen Mun River","TN1","2022-02-21","1","8.5","<50","2.7","0.08","<1","1","14","<1","78","<0.1","28","180","1.4","<1","602","2","<0.01","91","9.6","180000","0.72","0.2","<0.01","138","<1","52","<1","3","2","1.1","0.051","<0.5","0.26","7.7","0.9","0.4","6.1","<1","0.04","20","<1","3.9","8","0.48","590","110","18.4","<2","12.8","34","75000"
"North Western","Tuen Mun River","TN1","2022-04-25","1","17","<50","6.2","<0.05","<1","1","21","<1","216","<0.1","37","490","1","<1","2664","2","<0.01","68","5.3","230000","0.333","0.4","<0.01","139","<1","77","<1","2","2","0.85","0.19","1.1","0.46","7.6","1.4","1.3","7.2","<1","0.02","14","<1","11","9","0.75","1500","310","4.4","<2","27.6","<10","110000"
"North Western","Tuen Mun River","TN1","2022-05-13","1","11","<50","2.7","0.22","<1","2","22","<1","100","<0.1","25","240","0.6","<1","1197","2","<0.01","81","6.6","180000","1.467","0.4","<0.01","85","<1","86","<1","5","2","1.3","0.11","<0.5","0.26","7.4","<0.2","0.6","12","<1","<0.02","5.6","<1","4.4","6","0.44","760","160","7.8","<2","25.7","21","65000"
"North Western","Tuen Mun River","TN1","2022-06-23","1","15","<50","6","0.9","<1","1","21","<1","124","<0.1","31","320","29","<1","1491","2","<0.01","74","5.6","550000","0.391","0.5","<0.01","107","<1","82","<1","2","2","0.24","0.21","1.1","0.54","7.4","8.7","0.7","10","<1","0.02","4.3","<1","7.4","11","0.73","630","92","4.7","<2","29.8","10","100000"
"North Western","Tuen Mun River","TN1","2022-07-04","1","11","<50","3.4","<0.05","<1","2","21","<1","71","<0.1","17","160","1.2","<1","861","2","<0.01","70","5.6","280000","0.259","0.4","<0.01","123","<1","86","<1","4","1","0.9","0.13","<0.5","0.31","7.6","1.5","0.4","14","<1","<0.02","6.7","<1","4.2","7","0.53","480","210","5.3","<2","26.3","18","80000"
"North Western","Tuen Mun River","TN1","2022-08-19","1","21","<50","4.3","0.33","<1","1","19","<1","150","<0.1","30","480","<0.2","<1","2181","2","<0.01","70","5.3","420000","0.368","0.4","<0.01","70","<1","90","<1","3","1","0.58","0.18","<0.5","0.42","7.7","1.4","1","14","<1","<0.02","6.8","<1","6.5","12","0.7","1100","180","5","<2","30.1","20","100000"
"North Western","Tuen Mun River","TN1","2022-09-05","1","20","<50","5.7","0.35","<1","1","17","<1","170","<0.1","33","650","5.1","<1","2928","1","<0.01","55","4.1","270000","0.016","0.4","<0.01","80","<1","80","<1","2","1","0.005","<0.002","0.7","0.47","7.4","2.4","1.4","15","<1","<0.02","6.8","<1","8.2","15","0.76","1500","280","6.5","<2","30.7","<10","100000"
"North Western","Tuen Mun River","TN1","2022-10-10","1","15","<50","5.8","<0.05","<1","1","19","<1","180","<0.1","32","660","0.2","<1","2936","2","<0.01","52","4.2","460000","0.193","0.5","<0.01","80","<1","70","<1","2","1","0.53","0.15","1.2","0.59","7.6","0.3","1.5","13","<1","0.02","5.6","<1","7.7","10","0.81","1300","220","5","<2","26.6","<10","100000"
"North Western","Tuen Mun River","TN1","2022-11-14","1","27","<50","6.4","0.68","<1","1","20","<1","160","<0.1","41","560","4.3","<1","2447","2","<0.01","38","3.1","310000","0.295","0.5","<0.01","90","<1","80","<1","6","2","0.44","0.15","1.3","0.48","7.6","2.5","1.3","15","<1","0.03","12","<1","8.1","12","0.85","1400","250","5.8","<2","25.3","10","100000"
"North Western","Tuen Mun River","TN1","2022-12-12","1","41","<50","6.6","0.89","<1","<1","20","<1","220","<0.1","32","680","12","<1","2408","1","<0.01","37","3.4","330000","0.25","0.4","<0.01","<50","<1","90","<1","2","5","0.34","0.23","1.6","0.55","7.5","2.7","1.4","6.4","<1","0.03","34","<1","8.3","10","0.83","2100","340","13.8","<2","20","10","130000"
"North Western","Tuen Mun River","TN2","2022-01-17","1","11","<50","6","0.92","<1","<1","15","<1","<50","<0.1","21","43","0.9","<1","288","2","<0.01","80","7.1","180000","0.006","0.4","<0.01","65","<1","48","<1","7","1","0.11","0.057","<0.5","0.53","7.4","2.3","0.2","15","<1","0.02","3.8","<1","7.3","6","0.61","220","140","5.8","<2","20.7","21","140000"
"North Western","Tuen Mun River","TN2","2022-02-21","1","2.6","132","0.56","<0.05","<1","<1","3","<1","<50","<0.1","12","17","2.1","3","124","2","<0.01","101","10.7","23000","0.26","0.5","<0.01","54","<1","<10","<1","17","<1","1.1","0.096","<0.5","0.011","10.3","<0.2","0.1","16","<1","0.04","310","<1","1.2","6","0.16","530","110","102.1","<2","13.1","<10","11000"
"North Western","Tuen Mun River","TN2","2022-04-25","1","9.1","<50","5","<0.05","<1","<1","31","<1","<50","<0.1","33","20","9.8","<1","338","2","<0.01","117","8.7","490000","0.012","0.4","<0.01","58","<1","<10","<1","8","2","0.83","0.062","1","0.48","7.5","5.2","0.1","14","<1","0.03","9.4","<1","8.7","8","0.66","230","84","5.6","<2","30.9","<10","330000"
"North Western","Tuen Mun River","TN2","2022-05-13","1","1.1","657","0.22","0.05","<1","1","12","<1","<50","<0.1","11","<10","0.3","5","260","1","<0.01","100","8.3","12000","0.228","0.3","<0.01","<50","<1","<10","<1","8","<1","1","0.064","<0.5","0.024","10.7","<0.2","0.1","13","<1","0.04","98","<1","0.69","3","0.09","290","100","37.8","3","24.9","<10","4600"
"North Western","Tuen Mun River","TN2","2022-06-23","1","2.2","163","0.76","0.16","<1","<1","11","<1","<50","<0.1","7","<10","1.3","2","163","<1","<0.01","102","7.5","94000","0.06","0.3","<0.01","60","<1","15","<1","6","<1","0.99","0.072","<0.5","0.11","8.9","<0.2","0.1","16","<1","<0.02","1.7","<1","1.1","2","0.13","470","120","3.9","<2","31.5","<10","76000"
"North Western","Tuen Mun River","TN2","2022-07-04","1","1.6","223","0.45","0.12","<1","<1","9","<1","<50","<0.1","5","<10","0.3","3","135","<1","<0.01","95","7.7","78000","0.093","0.3","<0.01","<50","<1","17","<1","7","<1","1.3","0.047","<0.5","0.03","9.4","<0.2","0.1","14","<1","<0.02","36","<1","0.9","2","0.1","130","30","18.2","<2","26.2","<10","37000"
"North Western","Tuen Mun River","TN2","2022-08-19","1","1.4","670","0.55","0.11","<1","1","26","<1","<50","<0.1","8","<10","1.7","12","327","1","<0.01","103","7.9","6400","0.078","0.3","<0.01","<50","<1","<10","<1","9","1","1.1","0.058","<0.5","0.038","10.9","0.3","0.1","16","<1","<0.02","46","<1","0.7","2","0.18","250","56","20","4","29.2","<10","3100"
"North Western","Tuen Mun River","TN2","2022-09-05","1","0.8","770","0.56","0.05","<1","<1","24","<1","<50","<0.1","6","<10","0.5","10","333","1","<0.01","99","7.4","1600","0.041","0.3","<0.01","<50","<1","<10","<1","8","<1","2","0.15","<0.5","0.042","10.7","<0.2","0.1","19","<1","<0.02","2.5","<1","0.91","2","0.15","180","40","5.9","3","30.6","<10","260"
"North Western","Tuen Mun River","TN2","2022-10-10","1","9.4","<50","5.1","<0.05","<1","<1","13","<1","<50","<0.1","34","14","3.2","<1","221","1","<0.01","113","9.1","350000","0.012","0.4","<0.01","<50","<1","50","<1","4","<1","0.82","0.062","1.2","0.51","7.6","2.8","0.1","14","<1","<0.02","3.8","<1","5.5","8","0.68","140","36","3.7","<2","26.8","<10","270000"
"North Western","Tuen Mun River","TN2","2022-11-14","1","3.7","<50","1.2","0.1","<1","<1","11","<1","<50","<0.1","13","12","3","<1","223","1","<0.01","120","9.9","64000","0.007","0.4","<0.01","<50","<1","30","<1","12","<1","1.1","0.13","<0.5","0.071","7.7","1.1","0.1","19","<1","<0.02","4.1","<1","1.6","4","0.33","140","50","3.9","<2","25","<10","36000"
"North Western","Tuen Mun River","TN2","2022-12-12","1","30","<50","1.5","0.65","<1","<1","7","<1","<50","<0.1","14","<10","1","<1","150","<1","<0.01","99","9.2","98000","0.037","0.3","<0.01","100","<1","110","<1","<2","2","0.42","0.027","0.7","0.13","7.7","0.4","0.1","8.8","<1","<0.02","4.8","<1","2.5","6","0.26","150","32","7.9","<2","19.2","<10","60000"
"North Western","Tuen Mun River","TN3","2022-01-17","1","5.4","<50","0.68","0.06","<1","1","22","<1","2311","<0.1","10","11000","1.7","2","28216","4","<0.01","30","2.4","86000","null","0.7","<0.01","<50","<1","103","<1","7","7","0.18","0.017","<0.5","0.016","7.4","1.5","19.7","4","<1","<0.02","2.5","<1","1.3","3","0.11","28000","8500","4.2","<2","19.4","15","42000"
"North Western","Tuen Mun River","TN3","2022-02-21","1","3.4","<50","0.69","<0.05","<1","<1","12","<1","320","<0.1","19","1300","2.2","<1","3781","<1","<0.01","91","9.5","45000","null","0.3","<0.01","<50","<1","64","<1","3","1","0.81","0.029","<0.5","<0.002","7.4","3.4","2.7","5.3","<1","0.03","19","<1","1.6","4","0.14","3500","850","11.7","<2","12.8","14","19000"
"North Western","Tuen Mun River","TN3","2022-04-25","1","7.8","53","0.76","<0.05","<1","8","25","<1","1993","<0.1","24","7400","14","1","26525","4","<0.01","74","5.5","37000","null","0.7","<0.01","<50","<1","101","<1","7","8","0.38","0.041","<0.5","0.04","7.5","3.2","15.8","2.6","<1","<0.02","5.7","<1","2.2","4","0.17","21000","4300","2.8","<2","26.1","10","3000"
"North Western","Tuen Mun River","TN3","2022-05-13","1","2.9","<50","0.48","<0.05","<1","<1","17","<1","88","<0.1","11","270","0.6","<1","1092","2","<0.01","90","7.5","110000","null","0.3","<0.01","62","<1","35","<1","4","<1","0.9","0.049","<0.5","0.09","7.9","<0.2","0.5","10","<1","<0.02","30","<1","1.2","3","0.14","1000","560","22","<2","24.6","<10","39000"
"North Western","Tuen Mun River","TN3","2022-06-23","1","3.9","<50","0.78","<0.05","<1","<1","25","<1","194","<0.1","15","660","1.2","<1","2557","<1","<0.01","55","4.2","290000","null","0.5","<0.01","<50","<1","124","<1","3","1","0.47","0.087","<0.5","0.054","7.3","0.6","1.2","12","<1","<0.02","5.6","<1","1.8","4","0.18","1700","410","3.2","<2","29.3","<10","140000"
"North Western","Tuen Mun River","TN3","2022-07-04","1","1.8","<50","0.63","<0.05","<1","<1","19","<1","370","<0.1","10","1400","0.3","1","4504","1","<0.01","73","5.9","310000","null","0.4","<0.01","<50","<1","61","<1","4","1","0.99","0.059","<0.5","0.045","7.5","0.7","2.3","13","<1","<0.02","8.8","<1","1.2","2","0.11","3200","710","6.3","<2","26.1","<10","42000"
"North Western","Tuen Mun River","TN3","2022-08-19","1","11","<50","0.69","<0.05","<1","1","25","<1","1000","<0.1","37","4200","1.4","2","27269","2","<0.01","61","4.3","280000","null","0.5","<0.01","<50","<1","110","<1","5","2","0.52","0.078","<0.5","0.01","8.4","<0.2","15.3","11","<1","<0.02","3.1","<1","1.8","6","0.25","9400","2000","4.9","<2","29.1","<10","60000"
"North Western","Tuen Mun River","TN3","2022-09-05","1","6.5","200","0.6","<0.05","<1","2","31","<1","2700","<0.1","32","11000","3.4","1","34717","2","<0.01","28","1.9","140000","null","0.7","<0.01","<50","<1","260","<1","8","4","0.056","0.031","<0.5","0.041","7.6","0.8","19.5","7.4","<1","<0.02","3","<1","1.4","6","0.18","25000","4800","6.4","3","30.2","10","65000"
"North Western","Tuen Mun River","TN3","2022-10-10","1","0.7","<50","0.29","0.09","<1","12","17","<1","4500","<0.1","9","11000","3.6","2","45834","4","<0.01","77","5.2","2700","null","0.8","<0.01","<50","<1","40","<1","10","7","0.23","0.072","<0.5","<0.002","7.8","2.5","28.3","2.4","<1","<0.02","4","<1","0.39","2","0.08","41000","8900","2.6","<2","27.3","<10","360"
"North Western","Tuen Mun River","TN3","2022-11-14","1","1.4","110","0.76","<0.05","<1","2","26","<1","1800","<0.1","12","12000","4.2","<1","29722","2","<0.01","53","3.9","14000","null","0.7","<0.01","<50","<1","90","<1","7","4","0.32","0.043","<0.5","<0.002","7.8","0.7","18.5","6.9","<1","<0.02","2.9","<1","1.2","3","0.15","26000","4400","2.7","4","24.8","<10","2700"
"North Western","Tuen Mun River","TN3","2022-12-12","1","6.5","100","0.45","<0.05","<1","2","17","<1","3400","<0.1","8","14000","1.1","1","40986","4","<0.01","65","5","1800","null","0.8","<0.01","<50","<1","50","<1","11","7","0.11","0.025","<0.5","<0.002","7.9","1.2","29.2","1.2","<1","<0.02","10","<1","0.96","2","0.15","42000","9000","2.4","3","20.2","10","550"
"North Western","Tuen Mun River","TN4","2022-01-17","1","6.1","<50","0.8","<0.05","<1","2","25","<1","2579","<0.1","13","13000","4.6","2","33770","4","<0.01","19","1.5","91000","null","0.7","<0.01","106","<1","158","<1","9","8","0.005","0.006","<0.5","0.016","7.3","4.4","23.8","3.5","<1","1.11","4.9","<1","1.7","5","0.15","52000","27000","9.3","<2","19.9","12","47000"
"North Western","Tuen Mun River","TN4","2022-02-21","1","2.5","<50","0.76","<0.05","<1","<1","12","<1","159","<0.1","10","420","2.8","<1","1387","<1","<0.01","91","9.7","31000","null","0.3","<0.01","74","<1","64","<1","4","1","0.92","0.032","<0.5","0.004","7.5","3.5","0.9","6.1","<1","0.03","21","<1","1.5","4","0.08","1200","380","13.3","<2","12.2","11","21000"
"North Western","Tuen Mun River","TN4","2022-04-25","1","3.1","84","0.62","0.1","<1","7","28","<1","1664","<0.1","12","6300","13","<1","22553","4","<0.01","86","6.4","8500","null","0.6","<0.01","<50","<1","131","<1","6","6","0.41","0.046","<0.5","<0.002","7.6","1.6","13.3","3","<1","<0.02","5.4","<1","1.6","4","0.07","19000","3800","1.7","<2","26.1","<10","1500"
"North Western","Tuen Mun River","TN4","2022-05-13","1","3.9","53","0.6","<0.05","<1","<1","15","<1","51","<0.1","15","110","<0.2","<1","716","2","<0.01","93","7.8","140000","null","0.3","<0.01","58","<1","26","<1","4","<1","0.94","0.058","<0.5","0.1","8.9","<0.2","0.4","11","<1","<0.02","21","<1","1.1","4","0.13","530","330","20.6","<2","24.3","18","38000"
"North Western","Tuen Mun River","TN4","2022-06-23","1","3.2","<50","0.55","<0.05","<1","<1","21","<1","151","<0.1","13","460","0.6","<1","2071","1","<0.01","65","5","310000","null","0.5","<0.01","<50","<1","94","<1","3","1","0.53","0.065","<0.5","0.013","7.4","1.6","1","11","<1","<0.02","8.6","<1","1.3","3","0.06","1300","410","5.1","<2","29","<10","110000"
"North Western","Tuen Mun River","TN4","2022-07-04","1","2.4","<50","0.62","0.07","<1","<1","20","<1","296","<0.1","8","920","0.4","1","3657","1","<0.01","64","5.2","650000","null","0.4","<0.01","<50","<1","74","<1","4","1","0.89","0.06","<0.5","0.036","7.4","<0.2","1.9","14","<1","<0.02","5.9","<1","1.3","3","0.1","2500","570","4.6","<2","26.1","<10","130000"
"North Western","Tuen Mun River","TN4","2022-08-19","1","6.8","<50","0.61","<0.05","<1","<1","20","<1","200","<0.1","22","690","5.4","<1","2721","1","<0.01","76","5.9","860000","null","0.4","<0.01","<50","<1","70","<1","5","1","0.79","0.087","<0.5","0.006","7.8","9.4","1.3","15","<1","<0.02","49","<1","1.9","6","0.3","2000","520","12.1","<2","28.3","<10","320000"
"North Western","Tuen Mun River","TN4","2022-09-05","1","5.5","320","0.29","<0.05","<1","2","35","<1","2300","<0.1","41","9900","7.1","2","30924","3","<0.01","94","6.3","210000","null","0.7","<0.01","<50","<1","330","<1","7","4","0.1","0.014","<0.5","0.013","7.7","5.3","16.8","7.8","<1","<0.02","25","<1","1.3","8","0.21","21000","4200","11.6","2","31.5","<10","12000"
"North Western","Tuen Mun River","TN4","2022-10-10","1","0.8","60","0.34","0.12","<1","11","19","<1","4000","<0.1","9","14000","4.2","2","42639","4","<0.01","76","5.2","4700","null","0.8","<0.01","<50","<1","60","<1","10","7","0.24","0.062","<0.5","<0.002","7.8","3.3","26.4","3.1","<1","<0.02","3.9","<1","0.54","2","0.09","37000","9100","2.2","<2","26.7","<10","800"
"North Western","Tuen Mun River","TN4","2022-11-14","1","1.2","130","0.38","<0.05","<1","1","25","<1","540","<0.1","21","4900","3","<1","9184","<1","<0.01","126","10.1","210000","null","0.6","<0.01","<50","<1","60","<1","5","2","0.54","0.044","<0.5","<0.002","8.8","2","5.1","9.9","<1","<0.02","17","<1","0.81","4","0.14","9500","1500","3.5","<2","25.1","<10","5800"
"North Western","Tuen Mun River","TN4","2022-12-12","1","3.4","100","0.55","<0.05","<1","2","20","<1","2900","<0.1","16","16000","0.9","<1","34095","3","<0.01","64","5.1","22000","null","0.8","<0.01","<50","<1","70","<1","10","6","0.2","0.022","<0.5","0.005","7.7","0.2","24.4","2","<1","<0.02","6.4","<1","0.96","3","0.14","44000","17000","1.5","<2","19.3","10","10000"
"North Western","Tuen Mun River","TN5","2022-01-17","1","12","<50","0.73","0.06","<1","2","26","<1","2382","<0.1","17","12000","1.9","3","32907","7","<0.01","27","2.2","75000","null","0.7","<0.01","80","<1","131","<1","9","8","0.012","0.008","<0.5","0.02","7.3","3.4","23.2","3.7","<1","<0.02","5","<1","1.8","6","0.17","34000","11000","6.1","<2","19.8","15","40000"
"North Western","Tuen Mun River","TN5","2022-02-21","1","2.8","<50","0.8","<0.05","<1","<1","11","<1","216","<0.1","10","670","3.8","<1","1982","<1","<0.01","91","9.7","43000","null","0.3","<0.01","87","<1","81","<1","4","1","0.9","0.03","<0.5","<0.002","7.6","4.9","1.4","5.8","<1","0.04","16","<1","1.8","4","0.11","1800","430","13.3","<2","12.2","<10","24000"
"North Western","Tuen Mun River","TN5","2022-04-25","1","4.2","72","0.63","0.06","<1","8","27","<1","1904","<0.1","16","7300","11","<1","25789","4","<0.01","79","5.8","4800","null","0.7","<0.01","<50","<1","115","<1","7","7","0.41","0.039","<0.5","0.01","7.6","2.9","15.2","2.8","<1","<0.02","5.4","<1","1.7","4","0.09","21000","4300","5.1","<2","26.5","11","900"
"North Western","Tuen Mun River","TN5","2022-05-13","1","4","62","0.42","<0.05","<1","<1","17","<1","64","<0.1","17","180","0.3","<1","782","2","<0.01","93","7.7","100000","null","0.3","<0.01","56","<1","25","<1","4","<1","0.87","0.047","<0.5","0.083","8.5","<0.2","0.4","11","<1","<0.02","24","<1","1.3","3","0.14","670","350","18.4","<2","24.5","<10","35000"
"North Western","Tuen Mun River","TN5","2022-06-23","1","7.6","<50","0.43","<0.05","<1","<1","21","<1","134","<0.1","7","410","1.1","<1","1809","<1","<0.01","77","5.9","63000","null","0.5","<0.01","<50","<1","82","<1","3","1","0.53","0.061","<0.5","0.016","7.5","1","0.8","12","<1","<0.02","8.3","<1","1","3","0.06","1300","340","4.1","<2","29","<10","10000"
"North Western","Tuen Mun River","TN5","2022-07-04","1","2","<50","0.61","0.27","<1","<1","21","<1","357","<0.1","8","1100","0.3","1","4362","<1","<0.01","69","5.6","500000","null","0.4","<0.01","<50","<1","68","<1","4","1","0.94","0.057","<0.5","0.038","7.4","0.5","2.3","13","<1","<0.02","7.8","<1","1.2","3","0.11","3200","670","5.3","<2","26.1","<10","50000"
"North Western","Tuen Mun River","TN5","2022-08-19","1","4.7","200","0.61","<0.05","<1","1","24","<1","920","<0.1","26","3800","1.5","2","12708","2","<0.01","53","3.9","600000","null","0.5","<0.01","<50","<1","140","<1","5","2","0.58","0.07","<0.5","0.014","8.2","0.6","6.8","11","<1","<0.02","3.8","<1","1.2","5","0.13","8900","1700","3.8","<2","28.6","<10","160000"
"North Western","Tuen Mun River","TN5","2022-09-05","1","3.3","220","0.39","<0.05","<1","2","34","<1","2500","<0.1","32","11000","7.6","2","34372","3","<0.01","36","2.4","65000","null","0.7","<0.01","60","<1","310","<1","8","5","0.099","0.016","<0.5","0.02","7.6","2.6","18.8","7.8","<1","<0.02","5.2","<1","0.98","6","0.15","35000","15000","11.8","3","31.6","<10","30000"
