Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
Victoria Harbour	Sam Dip Tam Stream	TW2	10/15/2020	1	1.1	<50	0.26	<0.05	<1	<1	30	<1	<50	<0.1	3	<10	1.5	<1	152	1	<0.01	104	8.4	6200	0.119	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.046	<0.5	0.11	8.3	1	0.1	20	<1	<0.02	1.6	<1	0.49	1	0.14	150	39	0.8	<2	26.2	<10	1600
Victoria Harbour	Sam Dip Tam Stream	TW2	11/19/2020	1	1.6	<50	0.066	<0.05	<1	<1	22	<1	<50	<0.1	4	<10	1	<1	128	1	<0.01	104	8.6	2000	0.102	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.036	<0.5	0.1	8.1	2.2	0.1	19	<1	<0.02	1.5	<1	0.26	2	0.15	120	40	0.9	<2	25.1	<10	400
Victoria Harbour	Sam Dip Tam Stream	TW3	1/16/2020	1	2.2	<50	0.34	0.1	<1	<1	27	<1	<50	<0.1	4	21	<0.2	<1	211	1	<0.01	105	9.2	25000	null	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1.7	0.03	<0.5	0.15	8.1	1.8	0.1	16	<1	<0.02	1.4	<1	0.82	2	0.19	140	78	1.3	<2	21.4	<10	13000
Victoria Harbour	Sam Dip Tam Stream	TW3	3/20/2020	1	1.7	77	0.25	0.09	<1	<1	29	<1	<50	<0.1	9	<10	<0.2	<1	151	2	<0.01	95	8.4	7500	null	0.3	<0.01	<50	<1	11	<1	<2	<1	1.7	0.027	<0.5	0.15	8	1.9	0.1	17	<1	<0.02	1.8	<1	0.6	2	0.16	160	59	1.5	<2	21.7	11	5800
Victoria Harbour	Sam Dip Tam Stream	TW3	4/24/2020	1	2.2	<50	0.51	0.26	<1	<1	28	<1	<50	<0.1	7	36	0.9	<1	232	2	<0.01	99	8.8	33000	null	0.2	<0.01	55	<1	14	<1	<2	<1	1.1	0.031	<0.5	0.14	7.7	3.2	0.1	17	<1	<0.02	4.5	<1	1.2	2	0.19	220	65	1.1	<2	21.3	<10	27000
Victoria Harbour	Sam Dip Tam Stream	TW3	5/14/2020	1	1.8	<50	0.33	0.06	<1	<1	29	<1	<50	<0.1	5	16	0.2	<1	189	2	<0.01	103	8.2	16000	null	0.3	<0.01	<50	<1	15	<1	<2	<1	0.96	0.021	<0.5	0.15	8	1.7	0.1	17	<1	<0.02	1.8	<1	0.46	2	0.19	180	72	0.9	<2	27.1	<10	8100
Victoria Harbour	Sam Dip Tam Stream	TW3	6/11/2020	1	1.1	<50	0.14	<0.05	<1	<1	35	<1	<50	<0.1	4	<10	0.2	<1	175	2	<0.01	101	7.8	17000	null	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1.7	0.011	<0.5	0.088	7.9	<0.2	0.1	17	<1	<0.02	0.6	<1	0.22	1	0.09	120	40	0.7	<2	28.7	<10	5900
Victoria Harbour	Sam Dip Tam Stream	TW3	7/22/2020	1	2.8	<50	0.43	<0.05	<1	<1	29	<1	<50	<0.1	7	10	4.6	<1	160	3	<0.01	100	7.9	53000	null	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.023	<0.5	0.1	7.5	5	0.1	16	<1	<0.02	2.6	<1	0.68	3	0.19	120	72	1.1	<2	27.4	<10	25000
Victoria Harbour	Sam Dip Tam Stream	TW3	8/12/2020	1	2.8	<50	0.21	<0.05	<1	<1	26	<1	<50	<0.1	7	<10	1.5	<1	142	2	<0.01	100	7.9	18000	null	0.3	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.03	<0.5	0.049	7.7	2.6	0.1	15	<1	<0.02	2	<1	0.56	2	0.13	86	60	2.1	<2	27.5	<10	8400
Victoria Harbour	Sam Dip Tam Stream	TW3	9/2/2020	1	1	<50	0.092	<0.05	<1	<1	30	<1	<50	<0.1	4	<10	1.9	<1	155	2	<0.01	107	8.2	14000	null	0.3	<0.01	<50	<1	<10	<1	<2	<1	1.2	0.021	<0.5	0.083	7.9	1.7	0.1	15	<1	<0.02	4.8	<1	0.19	1	0.11	140	63	0.7	<2	29.2	<10	4100
Victoria Harbour	Sam Dip Tam Stream	TW3	10/15/2020	1	2.3	<50	0.16	<0.05	<1	<1	30	<1	<50	<0.1	5	<10	2.5	<1	157	1	<0.01	107	8.6	24000	null	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.2	0.015	<0.5	0.091	8	1.8	0.1	20	<1	<0.02	5.6	<1	0.34	2	0.14	150	53	3.4	<2	26.3	<10	4600
Victoria Harbour	Sam Dip Tam Stream	TW3	11/19/2020	1	1.8	<50	0.33	<0.05	<1	<1	27	<1	<50	<0.1	5	<10	3.6	<1	165	2	<0.01	108	8.8	9400	null	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.5	0.024	<0.5	0.13	8.1	5.6	0.1	18	<1	<0.02	3.8	<1	0.87	2	0.23	130	53	1.8	<2	25.6	<10	4800
Victoria Harbour	Sam Dip Tam Stream	TW3	12/3/2020	1	1.1	<50	0.44	<0.05	<1	<1	25	<1	<50	<0.1	4	<10	0.2	<1	137	1	<0.01	108	9.6	9600	null	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.6	0.023	<0.5	0.15	7.6	0.9	0.1	19	<1	<0.02	4.4	<1	2	2	0.6	130	42	3	<2	21.2	<10	3900
Deep Bay	Yuen Long Creek	YL1	1/8/2020	1	29	79	10	0.85	1	2	18	<1	67	<0.1	75	78	6.5	<1	552	3	<0.01	36	3.1	5200000	0.347	0.4	<0.01	413	<1	156	<1	2	2	0.013	<0.002	<0.5	1.1	7.2	7.1	0.3	13	<1	0.08	49	<1	13	19	2	370	69	32.8	<2	22.5	16	410000
Deep Bay	Yuen Long Creek	YL1	5/27/2020	1	17	<50	3.9	0.34	<1	2	18	<1	<50	<0.1	32	48	2.8	<1	489	4	<0.01	43	3.4	900000	0.259	0.4	<0.01	236	<1	47	<1	4	2	0.68	0.12	0.5	0.52	7.3	2.9	0.2	15	<1	0.03	8	<1	4.8	11	0.8	400	110	11.5	<2	28.4	11	350000
Deep Bay	Yuen Long Creek	YL1	6/22/2020	1	15	112	4.3	0.18	<1	1	13	<1	<50	<0.1	31	55	7.8	<1	401	7	<0.01	32	2.4	660000	0.386	0.4	<0.01	313	<1	69	<1	2	1	0.4	0.1	<0.5	1.6	7.5	3.7	0.2	15	<1	<0.02	27	<1	5.2	12	2.9	320	110	12.7	<2	30	13	390000
Deep Bay	Yuen Long Creek	YL1	7/15/2020	1	29	<50	6.5	0.15	<1	1	16	<1	55	<0.1	50	52	23	<1	520	3	<0.01	37	2.7	2000000	0.314	0.4	<0.01	158	<1	28	<1	2	1	0.1	0.061	1.4	0.71	7.5	8.3	0.2	14	<1	0.05	39	<1	9.2	13	1.4	340	94	13.2	<2	30.8	11	440000
Deep Bay	Yuen Long Creek	YL1	9/16/2020	1	9.3	<50	2.6	0.11	<1	1	15	<1	<50	<0.1	16	43	3	<1	430	3	<0.01	73	5.5	170000	0.575	0.3	<0.01	<50	<1	<10	<1	3	1	0.64	0.13	<0.5	0.33	7.2	3.2	0.2	16	<1	<0.02	10	<1	3.1	7	0.57	260	76	4.9	<2	29.8	11	55000
Deep Bay	Yuen Long Creek	YL1	10/7/2020	1	8.8	<50	2.6	0.1	<1	<1	11	<1	<50	<0.1	16	18	7.2	<1	252	2	<0.01	64	5.2	130000	0.55	0.3	<0.01	59	<1	<10	<1	<2	1	0.91	0.14	<0.5	0.4	5.8	6.4	0.1	17	<1	0.03	15	<1	3.2	5	0.78	220	68	5.7	<2	25.4	12	31000
Deep Bay	Yuen Long Creek	YL1	11/16/2020	1	16	<50	6.2	0.17	<1	1	16	<1	54	<0.1	23	48	5	<1	375	2	<0.01	21	1.8	220000	0.37	0.4	<0.01	193	<1	127	<1	<2	<1	0.21	0.049	0.7	0.5	7.2	4.9	0.2	15	<1	0.04	31	<1	8	8	1.2	340	87	16.5	<2	24.3	10	53000
Deep Bay	Yuen Long Creek	YL1	12/2/2020	1	33	<50	18	0.52	<1	1	15	<1	83	<0.1	55	45	0.6	<1	671	3	<0.01	30	2.7	690000	0.264	0.4	<0.01	277	<1	152	<1	<2	4	0.023	0.002	1.3	7.2	7.7	1.9	0.4	16	<1	0.06	28	<1	49	20	7.8	360	120	10.9	<2	21.5	<10	280000
Deep Bay	Yuen Long Creek	YL2	1/8/2020	1	9.1	169	6.2	0.56	<1	1	31	<1	88	<0.1	23	170	12	<1	855	2	<0.01	103	8.6	400000	0.044	0.5	<0.01	169	<1	109	<1	4	2	0.47	0.085	0.6	0.39	7.9	8.2	0.4	13	<1	0.03	4.7	<1	7	7	0.62	520	54	5.7	<2	24.7	24	150000
Deep Bay	Yuen Long Creek	YL2	5/27/2020	1	4.9	173	2.9	0.18	<1	2	24	<1	56	<0.1	15	47	2.4	<1	491	2	<0.01	90	6.9	97000	0.016	0.5	<0.01	94	<1	66	<1	3	2	1.5	0.091	<0.5	0.19	7.9	4.8	0.2	14	<1	<0.02	31	<1	3.5	5	0.37	440	98	55.1	<2	28.5	<10	39000
Deep Bay	Yuen Long Creek	YL2	6/22/2020	1	7.5	<50	4	0.12	<1	1	22	<1	<50	<0.1	11	40	2.9	<1	502	2	<0.01	129	9.5	96000	0.011	0.4	<0.01	243	<1	<10	<1	4	1	0.84	0.21	<0.5	0.33	8	9.1	0.2	14	<1	<0.02	5.6	<1	4.9	5	0.45	290	76	2.7	<2	31.5	11	28000
Deep Bay	Yuen Long Creek	YL2	7/15/2020	1	6.2	<50	5.8	0.1	<1	1	26	<1	65	<0.1	12	59	2.4	<1	567	1	<0.01	108	7.9	190000	0.01	0.5	<0.01	<50	<1	<10	<1	3	1	0.41	0.32	<0.5	0.32	7.6	7.3	0.2	14	<1	<0.02	33	<1	7.3	5	0.57	340	70	5.2	<2	31.7	<10	74000
Deep Bay	Yuen Long Creek	YL2	9/16/2020	1	5.1	<50	3.5	0.1	<1	2	29	<1	71	<0.1	13	63	1	<1	604	1	<0.01	93	6.8	450000	0.02	0.4	<0.01	<50	<1	88	<1	6	2	0.65	0.17	<0.5	0.25	7.7	1.6	0.3	16	<1	<0.02	110	<1	4.2	6	0.41	470	87	64	<2	31.6	<10	390000
Deep Bay	Yuen Long Creek	YL2	10/7/2020	1	12	<50	4.8	0.11	<1	3	31	<1	85	<0.1	30	220	1.7	2	1064	3	<0.01	77	6.1	1800000	0.022	0.5	<0.01	158	<1	16	<1	12	2	0.39	0.17	<0.5	0.36	7.9	1.2	0.5	44	<1	<0.02	9.7	<1	5.6	6	0.54	720	120	6.4	2	27.2	<10	190000
Deep Bay	Yuen Long Creek	YL2	11/16/2020	1	7.6	<50	6	0.35	<1	1	25	<1	109	<0.1	19	190	1.4	<1	1000	<1	<0.01	63	5	170000	0.014	0.4	<0.01	77	<1	107	<1	4	<1	0.43	0.067	<0.5	0.28	7.3	5.3	0.5	14	<1	<0.02	5.3	<1	7.3	7	0.68	630	110	3.9	<2	27.4	<10	65000
Deep Bay	Yuen Long Creek	YL2	12/2/2020	1	8.5	<50	8.1	0.32	<1	1	46	<1	254	<0.1	13	730	0.8	<1	3731	1	<0.01	59	4.9	160000	0.014	0.5	<0.01	209	<1	171	<1	4	3	0.4	0.073	<0.5	0.45	7.4	3.7	2	14	<1	0.03	4	<1	10	6	0.76	1900	280	5.6	<2	24.5	<10	56000
Deep Bay	Yuen Long Creek	YL3	1/8/2020	1	110	163	9.5	1.2	1	2	25	<1	88	<0.1	90	180	12	<1	969	6	<0.01	28	2.4	3200000	0.872	0.6	<0.01	492	1	184	<1	2	3	0.006	<0.002	<0.5	0.97	7.3	9.4	0.5	13	<1	0.13	59	<1	13	30	1.7	660	140	25.6	<2	22.8	28	820000
Deep Bay	Yuen Long Creek	YL3	3/25/2020	1	120	<50	12	1.1	<1	2	21	<1	80	<0.1	69	290	<0.2	<1	1049	3	<0.01	21	1.7	1000000	0.483	0.5	<0.01	342	<1	169	<1	3	2	0.004	0.01	1.3	1.3	7.3	3.8	0.5	14	<1	0.12	55	<1	14	19	1.9	610	82	15.5	<2	24.9	10	540000
Deep Bay	Yuen Long Creek	YL3	4/24/2020	1	46	<50	16	0.82	<1	2	22	<1	80	<0.1	74	160	<0.2	<1	847	5	<0.01	22	1.9	2100000	0.66	0.5	<0.01	385	<1	162	<1	3	3	0.009	0.02	3.6	1.2	7.3	9.3	0.4	15	<1	0.08	21	<1	21	20	1.5	620	130	16.6	<2	22.1	15	1200000
Deep Bay	Yuen Long Creek	YL3	5/27/2020	1	39	50	4.3	0.64	<1	2	23	<1	61	<0.1	47	140	1.9	<1	826	3	<0.01	27	2.1	1300000	0.698	0.5	<0.01	253	<1	246	<1	4	2	0.003	<0.002	1.2	0.41	7.4	3.6	0.4	15	<1	0.05	2.7	<1	6.9	12	0.75	550	140	12.1	<2	28.1	12	460000
Deep Bay	Yuen Long Creek	YL3	6/22/2020	1	56	<50	7.1	0.79	<1	2	15	<1	56	<0.1	110	100	2.6	<1	723	2	<0.01	26	1.9	1500000	0.754	0.5	<0.01	116	<1	68	<1	3	2	<0.002	0.005	2.5	2.1	7.8	4	0.3	14	<1	0.07	32	<1	12	19	2.8	480	110	13.5	<2	29.9	<10	730000
Deep Bay	Yuen Long Creek	YL3	7/15/2020	1	51	<50	5.9	0.49	<1	2	20	<1	73	<0.1	34	160	13	<1	945	2	<0.01	30	2.3	2400000	0.595	0.5	<0.01	166	<1	54	<1	3	2	0.004	0.002	1.3	0.52	7.7	7.3	0.4	15	<1	0.04	22	<1	7.2	10	1.1	880	130	10.4	<2	31	<10	540000
Deep Bay	Yuen Long Creek	YL3	8/20/2020	1	19	91	2.1	0.19	<1	1	18	<1	53	<0.1	20	84	0.8	<1	568	3	<0.01	80	6.2	1200000	1.758	0.4	<0.01	198	<1	57	<1	4	1	1	0.14	0.5	0.049	7.4	0.2	0.3	18	<1	0.02	24	<1	3	7	0.52	370	84	15.4	<2	28.9	10	650000
Deep Bay	Yuen Long Creek	YL3	9/16/2020	1	22	<50	3.8	0.39	<1	1	19	<1	65	<0.1	24	110	5.8	<1	667	2	<0.01	37	2.8	1300000	1.463	0.4	<0.01	81	<1	79	<1	3	1	0.006	0.003	<0.5	0.32	7.9	4.8	0.3	16	<1	<0.02	9.4	<1	4.7	10	0.9	480	120	9.7	<2	29.8	15	710000
Deep Bay	Yuen Long Creek	YL3	10/7/2020	1	29	<50	4.9	0.4	<1	1	18	<1	71	<0.1	30	150	<0.2	<1	839	2	<0.01	29	2.3	1300000	1.755	0.4	<0.01	102	<1	127	<1	3	2	0.004	<0.002	0.7	0.48	6.8	2.9	0.4	17	<1	0.05	18	<1	5.6	9	0.89	550	120	7.9	<2	26.5	<10	730000
Deep Bay	Yuen Long Creek	YL3	11/16/2020	1	58	<50	6.8	0.73	<1	1	21	<1	106	<0.1	43	220	21	<1	986	2	<0.01	27	2.2	1800000	0.93	0.5	<0.01	351	<1	191	<1	3	1	0.005	0.011	2.5	0.48	7.3	18	0.5	14	<1	0.17	67	<1	9.5	15	1.3	820	180	15.7	<2	25.1	<10	710000
Deep Bay	Yuen Long Creek	YL3	12/2/2020	1	55	<50	14	0.96	<1	1	19	<1	137	<0.1	87	300	<0.2	<1	1490	3	<0.01	37	3.2	1200000	0.65	0.5	<0.01	311	<1	157	<1	4	3	0.021	<0.002	4.6	1.3	7.7	2.7	0.8	15	<1	0.07	44	<1	17	28	1.5	950	180	13.8	<2	23	<10	640000
Deep Bay	Yuen Long Creek	YL4	1/8/2020	1	110	97	7.7	1.2	<1	2	19	<1	103	<0.1	87	200	<0.2	<1	851	2	<0.01	39	3.4	4200000	0.421	0.5	<0.01	175	<1	61	<1	<2	2	0.005	<0.002	0.7	0.41	7.1	6.7	0.4	8.9	<1	0.23	59	<1	13	43	1.3	640	150	36.6	<2	22.5	17	1300000
Deep Bay	Yuen Long Creek	YL4	5/27/2020	1	240	<50	7.2	1.3	<1	1	27	<1	78	<0.1	230	120	1.6	<1	767	3	<0.01	14	1.1	22000000	0.234	0.5	<0.01	347	<1	196	<1	4	3	<0.002	0.018	16	0.5	7.1	43	0.4	13	<1	0.19	53	<1	19	65	1.8	790	370	27	<2	28.1	<10	5800000
Deep Bay	Yuen Long Creek	YL4	6/22/2020	1	99	<50	5.6	1.2	<1	1	23	<1	54	<0.1	83	110	0.9	<1	675	3	<0.01	24	1.8	9300000	0.201	0.4	<0.01	174	<1	88	<1	3	2	<0.002	0.009	5.7	0.28	7.6	4.7	0.3	12	<1	0.17	27	<1	9	29	0.91	460	150	15.3	<2	29.8	14	1800000
Deep Bay	Yuen Long Creek	YL4	7/15/2020	1	110	514	3.7	0.75	<1	3	30	<1	58	<0.1	78	69	1	<1	535	1	<0.01	41	3	8500000	0.173	0.6	<0.01	371	2	247	<1	2	2	<0.002	0.009	1.2	0.032	7.5	<0.2	0.2	14	<1	0.04	330	<1	5.1	19	0.64	730	210	134.2	<2	31.1	<10	1800000
Deep Bay	Yuen Long Creek	YL4	9/16/2020	1	140	88	6.3	1.5	<1	1	29	<1	102	<0.1	140	180	0.5	<1	995	3	<0.01	23	1.7	11000000	0.255	0.5	<0.01	226	1	223	<1	3	2	0.006	<0.002	9.4	0.57	7.7	5.2	0.4	13	<1	0.17	47	<1	8.9	47	1.2	730	210	18.5	<2	30.3	<10	4200000
Deep Bay	Yuen Long Creek	YL4	10/7/2020	1	190	<50	13	2.3	<1	1	26	<1	116	<0.1	260	290	<0.2	<1	1435	4	<0.01	18	1.4	30000000	0.32	0.5	0.05	268	<1	98	<1	2	3	0.005	0.004	10	1.3	6.4	18	0.7	12	<1	0.5	82	<1	21	84	2.3	1100	330	36.3	<2	27.9	14	7900000
Deep Bay	Yuen Long Creek	YL4	11/16/2020	1	130	<50	6.9	1.3	<1	<1	21	<1	92	<0.1	110	110	0.6	<1	561	3	<0.01	27	2.2	2900000	0.147	0.5	<0.01	179	<1	81	<1	2	1	<0.002	0.016	7.6	0.12	7.3	2.4	0.3	13	<1	0.29	35	<1	11	33	1.2	570	190	15.7	<2	25.2	14	1000000
Deep Bay	Yuen Long Creek	YL4	12/2/2020	1	100	<50	9	1	<1	1	23	<1	199	<0.1	47	540	<0.2	<1	1835	2	<0.01	41	3.4	1500000	0.158	0.5	<0.01	189	<1	99	<1	2	3	0.027	0.002	1.9	0.77	7.6	0.9	1	13	<1	0.21	42	<1	24	16	3.5	1400	280	19.1	<2	23.6	<10	810000
