"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-04-12","1","5","<50","0.073","<0.05","<1","1","17","<1","3376","<0.1","17","16000","17","<1","44971","4","<0.01","140","9.7","230","null","0.9","<0.01","<50","<1","51","<1","10","6","0.15","0.025","<0.5","0.031","8.2","10","28.4","1.1","<1","<0.02","4.8","<1","0.47","4","0.05","37000","7200","2.5","<2","26.1","<10","20"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-05-12","1","1.6","<50","0.22","<0.05","<1","2","12","<1","4358","<0.1","8","17000","1.5","2","52934","5","<0.01","70","4.5","90","null","0.8","<0.01","<50","<1","17","<1","11","10","0.026","0.018","<0.5","0.032","7.8","1.4","32.2","1.9","<1","<0.02","2.2","<1","","2","","43000","9300","1.9","3","28.8","<10","10"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-06-21","1","5.1","<50","0.18","<0.05","<1","2","15","<1","3383","<0.1","14","13000","8.5","2","39930","5","<0.01","81","5.4","310000","null","0.7","<0.01","<50","<1","53","<1","9","9","0.35","0.018","<0.5","0.022","8","2","22.9","2.6","<1","<0.02","8.9","<1","","5","","32000","5700","6.9","3","30","11","27000"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-07-26","1","3.9","<50","0.056","0.07","<1","2","14","<1","3113","<0.1","20","14000","24","2","44596","5","<0.01","120","7.7","870","null","0.8","<0.01","<50","<1","<10","<1","10","8","0.1","0.013","<0.5","0.027","8.3","5","25.3","2.2","<1","<0.02","4.6","<1","","4","","34000","6300","3.2","2","31.1","<10","30"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-08-23","1","3.8","<50","0.1","0.06","<1","2","12","<1","3845","<0.1","8","2900","28","3","52291","6","<0.01","90","5.7","1800","null","0.8","<0.01","<50","<1","<10","<1","10","12","<0.002","0.015","<0.5","0.032","7.9","4.8","30.8","1.9","<1","<0.02","2.2","<1","","3","","41000","7700","4.6","3","30.2","<10","380"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-09-20","1","4.3","<50","0.096","0.06","<1","1","22","<1","2401","<0.1","9","9600","33","2","30296","4","<0.01","97","6.5","91000","null","0.7","<0.01","57","<1","<10","<1","8","8","0.39","0.017","<0.5","0.022","8","6.9","16.3","4.7","<1","<0.02","18","<1","","4","","27000","4900","6","<2","31.7","<10","9000"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-10-07","1","3.1","<50","0.13","<0.05","<1","2","16","<1","3466","<0.1","8","14000","12","1","42372","4","<0.01","102","6.8","6400","null","0.8","<0.01","<50","<1","<10","<1","9","9","0.17","0.006","<0.5","0.027","8.1","6.2","25","3.5","<1","<0.02","3.9","<1","","3","","33000","7300","2.4","2","29","<10","650"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-11-05","1","3.3","<50","0.17","<0.05","<1","<1","22","<1","2239","<0.1","12","9000","10","<1","23268","4","<0.01","93","6.8","4000","null","0.7","<0.01","67","<1","<10","<1","7","6","0.42","0.013","<0.5","0.018","7.8","3.4","13.3","9.7","<1","<0.02","2.3","<1","0.65","3","0.1","22000","2800","2.7","<2","27.5","<10","1400"
"Tolo Harbour And Channel","Shing Mun Main Channel","TR19I","2021-12-03","1","9.3","84","0.14","0.07","<1","2","15","<1","3547","<0.1","28","15000","41","2","38707","6","<0.01","123","9.6","1100","null","0.8","<0.01","106","<1","12","<1","11","10","0.06","0.008","<0.5","0.026","8.3","3.9","27.7","2.1","<1","<0.02","4.4","<1","0.97","7","0.07","34000","6100","2.7","2","19.9","11","370"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-02-26","1","0.7","<50","0.026","<0.05","<1","<1","16","<1","60","<0.1","4","12","<0.2","<1","145","2","<0.01","100","8.9","<1","0.046","0.3","<0.01","<50","<1","12","<1","4","2","0.78","<0.002","<0.5","0.004","7.5","<0.2","0.1","12","<1","<0.02","1.6","<1","0.5","1","<0.02","120","71","1","<2","21.1","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-03-12","1","<0.1","<50","0.024","<0.05","<1","<1","18","<1","77","<0.1","4","11","<0.2","<1","158","1","<0.01","101","8.9","<1","0.023","0.4","<0.01","<50","<1","<10","<1","2","2","0.75","<0.002","<0.5","0.01","7.8","<0.2","0.1","13","<1","<0.02","0.7","<1","0.39","2","0.02","160","51","1.1","<2","21.5","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-04-12","1","1.1","<50","0.034","<0.05","<1","<1","20","<1","81","<0.1","6","14","<0.2","<1","203","1","<0.01","100","8.4","<1","0.026","0.4","<0.01","<50","<1","<10","<1","<2","3","1.6","<0.002","<0.5","0.01","7.5","<0.2","0.1","11","<1","<0.02","7.8","<1","0.35","2","<0.02","150","85","3.5","<2","24.1","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-05-12","1","<0.1","<50","0.024","<0.05","<1","<1","21","<1","84","<0.1","<2","14","<0.2","<1","195","1","<0.01","99","7.8","<1","0.032","0.4","<0.01","<50","<1","<10","<1","<2","2","0.94","<0.002","<0.5","<0.002","7.7","<0.2","0.1","12","<1","<0.02","<0.5","<1","","<1","","180","58","0","<2","27.6","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-06-21","1","0.4","<50","0.039","<0.05","<1","<1","26","<1","82","<0.1","5","51","<0.2","<1","1328","2","<0.01","99","7.4","1800","0.193","0.7","<0.01","<50","<1","<10","<1","<2","3","2.8","<0.002","<0.5","0.002","8.4","0.2","0.6","9.6","<1","<0.02","3.4","<1","","2","","160","36","1.5","<2","30.4","<10","160"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-07-26","1","<0.1","<50","0.029","<0.05","<1","<1","22","<1","53","<0.1","10","120","0.5","<1","226","1","<0.01","98","7.5","<1","0.221","0.5","<0.01","<50","<1","<10","<1","2","2","1.4","<0.002","<0.5","0.01","7.9","4.3","0.1","15","<1","<0.02","640","<1","","4","","1100","220","170.3","<2","29.3","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-08-23","1","0.8","147","0.057","<0.05","<1","<1","24","<1","70","<0.1","4","54","<0.2","<1","251","1","<0.01","99","7.6","<1","0.042","0.5","<0.01","<50","<1","<10","<1","2","3","1.7","<0.002","<0.5","0.008","8.2","<0.2","0.1","13","<1","<0.02","1.8","<1","","2","","170","63","3.2","<2","29.3","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-09-20","1","<0.1","780","0.1","<0.05","<1","1","15","<1","71","<0.1","13","41","<0.2","<1","314","2","<0.01","101","7.6","1","0.039","0.6","<0.01","<50","<1","<10","<1","4","2","1.6","0.009","<0.5","0.008","9.8","<0.2","0.1","14","<1","<0.02","8.5","<1","","3","","220","74","3","<2","30.4","<10","1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-10-07","1","<0.1","<50","0.023","<0.05","<1","<1","28","<1","69","<0.1","18","27","0.3","<1","306","<1","<0.01","100","7.6","<1","0.03","0.5","<0.01","<50","<1","<10","<1","2","3","1.9","<0.002","<0.5","0.009","7.7","<0.2","0.1","11","<1","<0.02","33","<1","","3","","270","66","16.6","<2","29.9","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-11-05","1","<0.1","77","0.023","<0.05","<1","<1","18","<1","<50","<0.1","5","33","0.8","<1","152","<1","<0.01","100","8.4","<1","0.052","0.5","<0.01","<50","<1","<10","<1","<2","<1","1.1","<0.002","<0.5","0.009","7.2","0.5","0.1","17","<1","<0.02","8.3","<1","0.43","1","0.08","210","70","1.4","<2","24.3","<10","<1"
"Tolo Harbour And Channel","Tin Sum Nullah","TR20B","2021-12-03","1","<0.1","19828","0.065","<0.05","<1","<1","18","<1","<50","<0.1","<2","<10","<0.2","1","320","2","<0.01","100","9","<1","0.118","<0.2","<0.01","111","<1","149","<1","<2","3","0.48","<0.002","<0.5","0.002","4.3","<0.2","0.2","9.7","<1","<0.02","23","<1","0.38","<1","<0.02","370","94","6.2","<2","20.4","18","<1"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-02-26","1","1.9","<50","0.37","0.11","<1","<1","31","<1","1801","<0.1","17","7700","0.6","2","24042","5","<0.01","78","6.2","65000","null","0.7","<0.01","54","<1","71","<1","7","6","0.37","0.042","<0.5","0.016","7.8","1.1","15.5","7.8","<1","<0.02","1.2","<1","0.72","4","0.04","18000","3400","1.9","<2","22.2","14","36000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-03-12","1","1.5","<50","0.18","<0.05","<1","<1","32","<1","1203","<0.1","11","5800","1.8","1","14684","3","<0.01","95","7.8","5600","null","0.6","<0.01","<50","<1","58","<1","6","5","0.34","0.019","<0.5","0.02","7.9","0.6","8.9","9.7","<1","<0.02","6","<1","0.45","2","0.05","13000","2200","2.7","<2","23","<10","800"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-04-12","1","1.7","<50","0.18","<0.05","<1","1","23","<1","2735","<0.1","9","14000","6.1","<1","37064","3","<0.01","80","5.8","2700","null","0.9","<0.01","<50","<1","94","<1","8","4","0.25","0.016","<0.5","0.03","7.8","1.3","23.5","3.4","<1","<0.02","3.3","<1","0.39","2","0.04","32000","6500","1.2","<2","25","14","260"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-05-12","1","1.4","<50","0.18","<0.05","<1","2","17","<1","3953","<0.1","8","16000","0.5","2","45758","4","<0.01","58","3.8","5900","null","0.8","<0.01","<50","<1","70","<1","10","8","0.11","0.015","<0.5","0.031","7.7","0.5","27.3","3.2","<1","<0.02","1.9","<1","","3","","37000","7400","1","2","28.9","<10","510"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-06-30","1","1.7","<50","0.23","<0.05","<1","2","17","<1","4202","<0.1","9","15000","9.8","2","45267","6","<0.01","63","4.3","23000","null","0.8","<0.01","<50","<1","<10","<1","10","8","0.17","0.015","<0.5","0.043","7.8","1.2","27.8","4.4","<1","<0.02","2.1","<1","","2","","37000","7500","1.9","3","27.3","<10","2000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-07-26","1","0.7","<50","0.054","<0.05","<1","<1","24","<1","1295","<0.1","10","5300","8.5","1","21552","3","<0.01","98","7","5400","null","0.5","<0.01","<50","<1","<10","<1","4","3","0.53","0.005","<0.5","0.011","8.2","1.8","11.7","12","<1","<0.02","4","<1","","2","","12000","2400","2.5","<2","29.5","<10","2000"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-08-23","1","1.3","<50","0.17","<0.05","<1","<1","20","<1","1338","<0.1","4","5000","5.9","2","17791","3","<0.01","92","6.7","51000","null","0.6","<0.01","<50","<1","<10","<1","5","5","0.35","0.008","<0.5","0.018","7.8","1","9.7","11","<1","<0.02","1.5","<1","","2","","16000","2800","2.2","<2","28.9","<10","5600"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-09-20","1","1.7","<50","0.062","<0.05","<1","1","20","<1","2140","<0.1","9","7500","15","1","31857","3","<0.01","82","5.6","29000","null","0.5","<0.01","58","<1","<10","<1","6","5","0.25","0.004","<0.5","0.016","7.9","4","17.8","10","<1","<0.02","4.4","<1","","2","","22000","4200","2.5","<2","30.1","<10","800"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-10-07","1","1.9","<50","0.22","<0.05","<1","1","18","<1","2918","<0.1","8","13000","3.2","1","29769","3","<0.01","82","5.8","13000","null","0.8","<0.01","<50","<1","<10","<1","7","6","0.15","0.009","<0.5","0.034","8","1.9","17","5.7","<1","<0.02","2.6","<1","","2","","32000","6700","3","2","28.8","<10","560"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-11-05","1","2","<50","0.17","<0.05","<1","<1","21","<1","2464","<0.1","8","9400","4.9","1","21555","4","<0.01","84","6.2","3100","null","0.7","<0.01","<50","<1","<10","<1","7","6","0.24","0.007","<0.5","0.022","7.7","1.3","12.4","9.3","<1","<0.02","2.6","<1","0.43","2","0.08","21000","4200","1.4","<2","27","11","900"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23A","2021-12-03","1","2.6","<50","0.054","0.06","<1","<1","27","<1","1237","0.1","9","6000","1.4","2","22080","3","<0.01","96","8","2900","null","0.5","<0.01","89","<1","38","<1","5","4","0.36","0.009","<0.5","0.009","8","0.7","14.9","11","<1","<0.02","1.7","<1","0.37","2","0.02","17000","2800","6.3","<2","19.8","13","450"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-02-26","1","0.5","<50","0.026","<0.05","<1","<1","7","<1","<50","<0.1","11","86","0.6","<1","525","<1","<0.01","107","9.1","2500","0.009","1.8","<0.01","<50","<1","<10","<1","15","<1","0.03","0.13","<0.5","0.008","8.9","<0.2","0.3","28","<1","<0.02","0.8","<1","0.61","5","0.02","330","110","0.7","<2","23.7","<10","20"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-03-12","1","0.6","<50","0.016","<0.05","<1","<1","7","<1","<50","<0.1","3","60","1","<1","420","1","<0.01","111","8.8","2900","0.01","1.8","<0.01","<50","<1","<10","<1","15","<1","0.21","0.005","<0.5","0.008","9.1","<0.2","0.2","25","<1","<0.02","<0.5","<1","0.21","1","<0.02","320","100","0.7","<2","27.7","<10","130"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-04-12","1","0.9","170","0.014","<0.05","<1","<1","7","<1","<50","<0.1","3","19","0.6","<1","368","2","<0.01","106","8.1","5800","0.002","2.9","<0.01","<50","<1","<10","<1","16","<1","0.34","0.004","<0.5","0.074","8.9","0.3","0.2","27","<1","<0.02","1.4","<1","0.31","1","0.08","220","74","1","<2","29","12","730"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-05-12","1","0.9","<50","0.03","<0.05","<1","<1","8","<1","<50","<0.1","5","18","1.2","<1","349","2","<0.01","107","8.2","9900","0.012","1.8","<0.01","<50","<1","<10","<1","15","<1","0.32","0.013","<0.5","0.004","8.9","1.5","0.2","22","<1","<0.02","2.3","<1","","3","","250","81","1.1","<2","29.4","<10","1800"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-06-30","1","0.3","<50","0.049","<0.05","<1","<1","6","<1","<50","<0.1","2","10","1.2","<1","505","<1","<0.01","104","8.2","1300","0.097","0.5","<0.01","<50","<1","<10","<1","3","<1","0.33","<0.002","<0.5","0.009","8.7","<0.2","0.2","16","<1","<0.02","1.2","<1","","1","","98","65","1.4","<2","27.6","<10","240"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-07-26","1","0.2","<50","0.014","<0.05","<1","<1","6","<1","<50","<0.1","<2","10","0.3","<1","807","<1","<0.01","103","7.8","2300","0.085","0.4","<0.01","<50","<1","<10","<1","2","<1","0.29","<0.002","<0.5","0.003","8.5","0.4","0.4","17","<1","<0.02","1.6","<1","","<1","","92","54","1.5","<2","29.8","<10","130"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-08-23","1","0.6","<50","0.018","<0.05","<1","<1","4","<1","<50","<0.1","<2","69","0.3","<1","446","<1","<0.01","102","7.7","950","null","0.7","<0.01","<50","<1","<10","<1","3","4","0.22","<0.002","<0.5","<0.002","8.3","<0.2","0.2","18","<1","<0.02","1","<1","","<1","","140","28","0.5","<2","30.1","<10","490"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-09-20","1","0.6","<50","0.012","<0.05","<1","<1","5","<1","<50","<0.1","5","36","0.3","<1","204","<1","<0.01","102","7.5","2900","0.007","1","<0.01","<50","<1","<10","<1","7","<1","0.19","0.002","<0.5","0.004","8.7","0.5","0.1","20","<1","<0.02","0.6","<1","","1","","180","80","0.5","<2","31.3","<10","180"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-10-07","1","0.5","<50","0.019","<0.05","<1","<1","5","<1","<50","<0.1","<2","31","0.3","<1","772","<1","<0.01","106","8.3","1300","0.016","1","<0.01","<50","<1","<10","<1","8","<1","0.17","0.002","<0.5","0.005","8.8","0.4","0.4","20","<1","<0.02","0.7","<1","","<1","","190","68","0.6","<2","27.6","<10","220"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-11-05","1","0.7","<50","0.013","<0.05","<1","<1","5","<1","<50","<0.1","<2","27","0.7","<1","604","<1","<0.01","103","8.2","350","0.013","0.8","<0.01","<50","<1","<10","<1","5","<1","0.22","<0.002","<0.5","<0.002","8.5","0.5","0.3","20","<1","<0.02","0.5","<1","0.33","<1","0.06","170","79","0.6","<2","27.1","<10","10"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2021-12-03","1","7.3","<50","0.018","<0.05","<1","<1","4","<1","<50","<0.1","5","19","0.2","<1","523","<1","<0.01","105","9.4","430","0.002","1.2","<0.01","65","<1","<10","<1","8","<1","0.19","<0.002","<0.5","0.006","8.6","0.3","0.3","21","<1","<0.02","1.3","<1","0.2","1","<0.02","180","75","0.6","<2","20.6","<10","50"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-03-17","1","1.2","<50","0.3","<0.05","<1","2","22","<1","58","<0.1","4","11","0.4","<1","332","<1","<0.01","93","7.5","3400","0.041","0.2","<0.01","<50","<1","<10","<1","<2","2","0.58","0.011","<0.5","0.069","7.6","0.5","0.2","13","<1","<0.02","4.1","<1","0.68","2","0.11","130","38","1.3","<2","26.1","<10","750"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-04-16","1","0.8","<50","0.35","<0.05","<1","2","25","<1","79","<0.1","5","57","0.7","<1","328","<1","<0.01","92","7.8","6500","0.025","0.3","<0.01","<50","<1","<10","<1","<2","1","1.2","0.011","<0.5","0.01","8","1","0.2","13","<1","<0.02","3.6","<1","0.83","2","0.09","260","55","2","<2","23.3","<10","1100"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-05-10","1","1.1","<50","0.21","<0.05","<1","2","24","<1","51","<0.1","6","13","0.8","<1","378","<1","<0.01","109","8.2","5500","0.02","0.3","<0.01","<50","<1","<10","<1","<2","1","0.78","0.01","<0.5","0.046","8.2","1.2","0.2","19","<1","<0.02","1.4","<1","","1","","110","51","1","<2","29.7","<10","1900"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-06-24","1","1.5","<50","0.038","<0.05","<1","2","27","<1","51","<0.1","5","32","0.9","<1","325","1","<0.01","88","7","17000","0.066","0.2","<0.01","<50","<1","<10","<1","<2","1","1.9","0.01","<0.5","0.038","7.6","2.2","0.2","14","<1","<0.02","6","<1","","2","","170","66","2.1","<2","26.9","<10","5500"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-07-05","1","0.9","<50","0.047","<0.05","<1","2","26","<1","52","<0.1","8","13","1.9","<1","410","<1","<0.01","105","7.8","17000","0.042","0.2","<0.01","<50","<1","<10","<1","<2","1","1.5","0.004","<0.5","0.046","8.2","2.5","0.2","15","<1","<0.02","3.9","<1","","2","","52","20","1.6","<2","30.8","<10","1800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-08-06","1","0.7","<50","0.049","<0.05","<1","1","20","<1","<50","<0.1","4","<10","0.8","<1","217","<1","<0.01","98","7.7","6100","0.127","<0.2","<0.01","<50","<1","13","<1","<2","<1","1.2","0.003","<0.5","0.034","7.7","0.6","0.1","11","<1","<0.02","5.2","<1","","2","","100","51","5","<2","27.5","<10","800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-09-03","1","0.7","<50","0.079","<0.05","<1","2","21","<1","<50","<0.1","4","31","1.1","<1","478","<1","<0.01","104","7.9","7000","0.113","0.2","<0.01","51","<1","<10","<1","<2","<1","0.82","0.007","<0.5","0.027","7.6","1.3","0.2","15","<1","<0.02","2.5","<1","","2","","110","54","1","<2","30.1","<10","940"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-10-11","1","3.9","<50","0.12","<0.05","<1","1","20","<1","<50","<0.1","6","13","1.6","<1","235","<1","<0.01","93","7.2","45000","0.07","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.3","0.005","<0.5","0.055","7.5","2.2","0.1","12","<1","<0.02","5.3","<1","","2","","160","65","3.2","<2","28.6","<10","3700"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-11-24","1","0.8","<50","0.087","<0.05","<1","1","21","<1","<50","<0.1","4","13","0.7","<1","280","<1","<0.01","101","8.8","4300","0.037","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.97","0.003","<0.5","0.037","7.6","0.6","0.1","14","<1","<0.02","2.1","<1","0.47","1","0.05","140","40","0.8","<2","22","<10","940"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2021-12-15","1","1.7","<50","0.14","<0.05","<1","1","17","<1","<50","<0.1","4","<10","1.7","<1","356","<1","<0.01","95","8.4","2900","0.056","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.35","0.004","<0.5","0.022","7.5","1","0.2","15","<1","<0.02","2.6","<1","0.43","1","0.06","120","66","0.9","<2","21.9","<10","1100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-03-17","1","1.4","<50","0.35","<0.05","<1","2","19","<1","3161","<0.1","8","14000","1","1","40852","6","<0.01","91","6.5","3600","null","0.7","<0.01","<50","<1","46","<1","9","9","0.26","0.036","<0.5","0.048","7.8","0.6","26.4","5","<1","<0.02","5.9","<1","0.56","2","0.1","31000","9200","4.3","3","24.6","<10","2100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-04-16","1","1","<50","0.2","<0.05","<1","2","13","<1","3823","<0.1","17","17000","0.2","1","47116","4","<0.01","93","6.6","100","null","0.8","<0.01","<50","<1","14","<1","11","7","0.047","0.015","<0.5","0.027","7.9","<0.2","31.5","1.1","<1","<0.02","11","<1","0.7","3","0.04","42000","12000","1.8","3","23.7","<10","48"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-05-10","1","2.2","<50","1.2","<0.05","<1","2","29","<1","2444","<0.1","16","10000","1.8","1","32205","3","<0.01","67","4.6","38000","null","0.6","<0.01","80","<1","260","<1","7","6","0.3","0.033","<0.5","0.097","7.3","0.8","18.2","7.2","<1","<0.02","16","<1","","4","","21000","4100","4.6","2","29.6","<10","25000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-06-24","1","2.7","<50","0.61","0.06","<1","2","20","<1","2722","<0.1","20","11000","16","2","32996","4","<0.01","75","5.3","12000","null","0.7","<0.01","<50","<1","58","<1","8","6","0.17","0.042","<0.5","0.043","7.7","5.1","19.5","5.4","<1","<0.02","7.7","<1","","6","","23000","4100","4.6","3","27.6","<10","4300"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-07-05","1","3.3","<50","1.9","<0.05","<1","3","33","<1","1453","<0.1","33","5300","4.6","<1","18430","2","<0.01","58","4.1","75000","null","0.5","<0.01","<50","<1","542","<1","5","3","0.4","0.035","<0.5","0.17","7.3","2.1","9.7","14","<1","<0.02","5","<1","","6","","11000","2000","5","2","30.4","<10","34000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-08-06","1","2.8","<50","0.55","<0.05","<1","1","27","<1","201","<0.1","24","710","5.9","<1","2884","1","<0.01","67","5.2","26000","null","0.2","<0.01","65","<1","117","<1","3","<1","0.31","0.035","<0.5","0.019","7.2","2.3","1.4","8.5","<1","<0.02","120","<1","","9","","1700","340","94.7","<2","28","<10","4600"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-09-03","1","5","<50","0.66","<0.05","<1","3","26","<1","1407","<0.1","38","6200","0.3","2","21772","3","<0.01","78","5.5","38000","null","0.5","<0.01","61","<1","107","<1","5","5","0.25","0.066","<0.5","0.01","7.6","0.2","11.7","11","<1","0.04","13","<1","","10","","14000","2700","10.8","3","30.3","<10","29000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-10-11","1","1.1","<50","0.27","0.05","<1","2","26","<1","1160","<0.1","13","4600","0.7","<1","15865","1","<0.01","77","5.7","16000","null","0.4","<0.01","<50","<1","123","<1","4","3","0.5","0.018","<0.5","0.037","7.2","1.1","8.7","10","<1","<0.02","7.8","<1","","3","","11000","2100","4.2","<2","27.9","<10","3100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-11-24","1","1.3","<50","0.44","0.08","<1","2","20","<1","2978","<0.1","9","11000","1.1","2","31464","5","<0.01","73","5.7","3900","null","0.6","<0.01","<50","<1","52","<1","7","7","0.34","0.024","<0.5","0.048","7.4","1.7","21.4","6.5","<1","<0.02","6","<1","0.63","2","0.07","27000","6400","4.3","2","21.1","12","2300"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2021-12-15","1","1.5","<50","0.5","<0.05","<1","2","22","<1","1730","<0.1","17","7800","1.6","3","22050","4","<0.01","78","6.2","7500","null","0.5","<0.01","<50","<1","80","<1","5","5","0.47","0.038","<0.5","0.041","7.4","3.6","14.1","11","<1","<0.02","8.4","<1","0.77","4","0.08","17000","3800","5.8","<2","22.2","<10","5200"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2021-02-19","1","16","<50","5.3","0.19","<1","<1","18","<1","83","<0.1","20","89","<0.2","<1","487","3","<0.01","30","2.8","96000","null","0.4","<0.01","151","<1","108","<1","<2","3","0.39","0.1","<0.5","0.32","7.9","3.6","0.3","11","<1","<0.02","11","<1","7.5","7","1.1","370","100","2.8","<2","20.1","18","16000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2021-03-25","1","23","<50","4.7","0.28","<1","<1","21","<1","107","<0.1","31","150","1.5","<1","727","5","<0.01","23","1.9","560000","null","0.4","<0.01","189","<1","341","<1","6","2","0.002","<0.002","<0.5","0.37","7.6","5.7","0.4","9.7","<1","<0.02","8.8","<1","7.3","10","0.61","470","85","3.7","<2","24.6","17","270000"
