"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Deep Bay","River Indus","IN3","2021-12-13","1","1.6","65","0.17","<0.05","<1","2","21","<1","<50","<0.1","6","<10","1.4","<1","170","<1","<0.01","102","8.9","36000","0.076","0.2","<0.01","50","<1","23","<1","3","<1","0.63","0.032","<0.5","0.038","7.8","3.1","0.1","16","<1","<0.02","2.5","<1","0.65","2","0.08","140","55","1.8","<2","21.9","10","29000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-02-18","1","5","<50","0.76","<0.05","<1","<1","13","<1","<50","<0.1","11","23","1.3","<1","211","2","<0.01","103","9.9","1100","0.644","0.3","<0.01","<50","<1","<10","<1","<2","1","4.5","0.39","<0.5","0.82","7.4","2.8","0.1","6.6","<1","<0.02","12","<1","2","5","0.87","190","62","1.4","<2","16.9","<10","610"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-03-22","1","0.8","<50","0.18","<0.05","<1","<1","15","<1","<50","<0.1","13","27","1","<1","219","2","<0.01","104","10.2","2000","0.96","0.3","<0.01","53","<1","15","<1","<2","2","4.4","0.14","<0.5","0.76","7.7","1.4","0.1","8.2","<1","<0.02","1.7","<1","1.1","4","0.82","280","49","0.9","<2","16.6","<10","730"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-04-19","1","1.4","<50","0.071","<0.05","<1","<1","15","<1","<50","<0.1","17","25","1.8","<1","228","2","<0.01","102","9.3","2000","0.525","0.3","<0.01","59","<1","<10","<1","<2","1","7.1","0.1","<0.5","0.81","7.2","2.7","0.1","9.2","<1","<0.02","15","<1","0.11","4","0.87","210","54","1.7","<2","20.1","<10","570"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-05-03","1","6.3","<50","0.76","<0.05","<1","<1","14","<1","<50","<0.1","18","21","7.8","<1","229","2","<0.01","98","8.4","5200","0.853","0.3","<0.01","93","<1","10","<1","<2","2","2.7","0.2","<0.5","0.63","7.8","5.1","0.1","8.1","<1","<0.02","6","<1","1.6","6","0.9","200","74","5","<2","23","<10","4100"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-06-18","1","1.2","<50","0.033","<0.05","<1","<1","16","<1","<50","<0.1","13","24","1","<1","278","2","<0.01","104","8","7800","0.864","0.3","<0.01","<50","<1","<10","<1","<2","2","5.5","0.048","<0.5","0.64","7.9","1.4","0.1","10","<1","<0.02","3.3","<1","","4","","170","58","1.5","<2","28.8","<10","1000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-07-12","1","1.3","<50","0.051","<0.05","<1","<1","16","<1","<50","<0.1","7","40","1.9","<1","199","2","<0.01","103","8","9500","0.978","0.2","<0.01","<50","<1","<10","<1","<2","<1","2.8","0.059","<0.5","0.37","7.9","2.9","0.1","9.7","<1","<0.02","1.6","<1","","3","","150","79","1.3","<2","28.1","<10","2800"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-08-11","1","1.1","67","0.14","<0.05","<1","<1","14","<1","<50","<0.1","11","<10","0.6","<1","99","1","<0.01","101","8","26000","4.896","<0.2","<0.01","52","<1","<10","<1","<2","<1","0.68","0.035","<0.5","0.069","7","0.8","0","11","<1","<0.02","13","<1","","3","","92","57","12","<2","27.3","<10","12000"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-09-09","1","1.1","<50","0.035","<0.05","<1","<1","14","<1","<50","<0.1","7","16","0.6","<1","165","1","<0.01","101","8","2100","1.408","0.3","<0.01","56","<1","<10","<1","<2","<1","1.7","0.026","<0.5","0.26","7.3","0.8","0.1","12","<1","<0.02","1.2","<1","","2","","120","27","1.3","<2","27","<10","200"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-10-06","1","0.8","<50","0.046","<0.05","<1","<1","15","<1","<50","<0.1","9","16","1","<1","188","<1","<0.01","101","8.2","4800","4.108","0.2","<0.01","<50","<1","<10","<1","<2","<1","3.4","0.029","<0.5","0.33","7.2","0.6","0.1","12","<1","<0.02","2","<1","","2","","150","54","1.2","<2","26.1","<10","800"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-11-15","1","0.9","<50","0.09","<0.05","<1","<1","15","<1","<50","<0.1","5","18","0.9","<1","155","1","<0.01","102","9.3","1500","0.18","0.2","<0.01","<50","<1","<10","<1","<2","<1","3.8","0.086","<0.5","0.35","7.1","1.4","0.1","13","<1","<0.02","2.1","<1","0.52","2","0.4","160","62","1.2","<2","19.7","12","330"
"Junk Bay","Tseng Lan Shue Stream","JR11","2021-12-10","1","1.8","<50","0.25","<0.05","<1","<1","18","<1","<50","<0.1","12","20","0.7","<1","197","2","<0.01","101","9.4","590","0.211","0.3","<0.01","<50","<1","<10","<1","<2","<1","5.1","0.17","<0.5","0.5","7","1","0.1","7.6","<1","<0.02","4.5","<1","0.37","4","0.55","200","84","1.2","<2","18.9","10","250"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-02-18","1","18","<50","14","1.2","<1","<1","16","<1","<50","<0.1","35","25","8.2","<1","314","2","<0.01","60","5.5","150000","null","0.3","<0.01","81","<1","198","<1","<2","2","0.32","0.08","0.7","0.6","7.3","4.5","0.2","7.1","<1","0.05","12","<1","17","14","1.2","200","69","5.4","<2","19.5","<10","110000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-03-22","1","13","104","10","0.49","<1","<1","17","<1","<50","<0.1","37","28","4.8","<1","299","1","<0.01","58","5.4","100000","null","0.2","<0.01","80","<1","194","<1","<2","2","0.35","0.088","1.3","0.78","7.1","2.4","0.2","9.1","<1","<0.02","21","<1","17","12","1.1","200","62","29.9","<2","18.9","<10","100000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-04-19","1","16","<50","12","0.75","<1","<1","18","<1","<50","<0.1","33","29","4.3","<1","338","2","<0.01","42","3.7","140000","null","0.3","<0.01","82","<1","160","<1","<2","2","0.49","0.1","1.3","0.6","7","5.9","0.2","11","<1","0.03","5.6","<1","20","11","0.98","260","72","3.8","<2","21.1","14","99000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-05-03","1","15","<50","9.5","0.39","<1","<1","21","<1","<50","<0.1","26","30","4.7","<1","322","2","<0.01","29","2.5","85000","null","0.2","<0.01","127","<1","145","<1","<2","2","0.3","0.11","<0.5","0.51","7.2","5.6","0.2","11","<1","0.05","1.2","<1","1.6","9","0.7","210","65","5.1","<2","23","12","71000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-06-18","1","17","<50","8.6","0.5","<1","<1","22","<1","<50","<0.1","25","31","4.8","<1","371","3","<0.01","53","4","67000","null","0.3","<0.01","86","<1","133","<1","<2","2","0.71","0.15","0.6","0.7","7.3","6.8","0.2","12","<1","<0.02","20","<1","","12","","200","64","4.5","<2","29.5","13","36000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-07-12","1","8.4","<50","6.2","0.27","<1","<1","22","<1","<50","<0.1","24","24","9.2","<1","308","2","<0.01","73","5.5","180000","null","0.2","<0.01","80","<1","30","<1","<2","1","1.2","0.24","0.5","0.54","7.3","11","0.1","13","<1","<0.02","4.4","<1","","8","","160","50","3.6","<2","29.5","15","80000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-08-11","1","3.1","<50","1.2","0.14","<1","<1","18","<1","<50","<0.1","9","10","0.5","<1","150","1","<0.01","94","7.6","73000","null","<0.2","<0.01","64","<1","<10","<1","<2","<1","1.1","0.064","<0.5","0.1","6.9","0.6","0.1","13","<1","<0.02","6.5","<1","","4","","120","86","7.9","<2","26.7","<10","33000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-09-09","1","6.3","<50","3.7","0.18","<1","<1","16","<1","<50","<0.1","21","17","0.7","<1","227","2","<0.01","77","6","69000","null","0.2","<0.01","106","<1","25","<1","<2","2","0.96","0.21","<0.5","0.35","7","1.8","0.1","14","<1","<0.02","0.8","<1","","5","","74","42","2","<2","28.4","12","40000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-10-06","1","5.3","<50","4.7","0.11","<1","<1","17","<1","<50","<0.1","17","23","0.6","<1","255","1","<0.01","64","5","65000","null","0.2","<0.01","<50","<1","31","<1","<2","<1","1.6","0.29","<0.5","0.48","6.9","0.8","0.1","14","<1","<0.02","7.8","<1","","5","","180","58","2.3","<2","27.4","<10","32000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-11-15","1","5.8","<50","5.9","0.33","<1","<1","18","<1","<50","<0.1","19","19","1.4","<1","219","2","<0.01","57","5.1","53000","null","<0.2","<0.01","62","<1","86","<1","<2","<1","1.2","0.2","0.8","0.5","6.8","2.4","0.1","15","<1","<0.02","2.5","<1","36","6","3.2","200","72","3.6","<2","21.2","14","31000"
"Junk Bay","Tseng Lan Shue Stream","JR3","2021-12-10","1","9.2","<50","7","0.43","<1","<1","20","<1","<50","<0.1","24","22","2.9","<1","264","2","<0.01","38","3.4","36000","null","0.3","<0.01","68","<1","181","<1","<2","<1","0.59","0.11","0.9","0.5","6.8","2.2","0.1","9.4","<1","<0.02","4.4","<1","12","7","0.82","240","160","3.8","<2","20.6","14","21000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-02-18","1","17","73","0.33","0.07","<1","<1","10","<1","<50","<0.1","48","25","0.3","<1","253","2","<0.01","76","6.8","55000","null","0.4","<0.01","<50","<1","<10","<1","<2","1","1.8","0.11","1.1","0.27","7.4","<0.2","0.1","4.8","<1","<0.02","8.3","<1","2.6","13","0.62","180","68","7","<2","20.8","<10","11000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-03-22","1","6.4","<50","0.32","0.06","<1","<1","12","<1","54","<0.1","19","31","0.3","<1","236","2","<0.01","89","8.2","8500","null","0.4","<0.01","72","<1","27","<1","<2","2","2.4","0.21","<0.5","0.52","7.3","0.4","0.1","6.6","<1","0.04","9.5","<1","2.2","7","0.65","190","48","3.8","<2","19.4","<10","6000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-04-19","1","9","<50","0.57","0.07","<1","1","11","<1","<50","<0.1","12","23","1","<1","212","2","<0.01","79","6.9","38000","null","0.4","<0.01","<50","<1","<10","<1","<2","2","4.3","0.3","<0.5","0.52","7.1","1.2","0.1","7.9","<1","<0.02","4.3","<1","0.62","4","0.64","150","50","1.8","<2","21.5","13","23000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-05-03","1","7","<50","0.49","0.07","<1","<1","12","<1","<50","<0.1","16","19","1.7","<1","230","2","<0.01","82","6.9","32000","null","0.4","<0.01","77","<1","<10","<1","<2","2","1.4","0.14","<0.5","0.4","7.4","2.6","0.1","6.1","<1","<0.02","2.7","<1","1.5","7","0.62","210","74","4.2","<2","24","11","13000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-06-18","1","8","<50","0.18","0.05","<1","<1","15","<1","55","<0.1","20","29","1.1","<1","309","2","<0.01","86","6.6","57000","null","0.4","<0.01","<50","<1","<10","<1","<2","2","2.8","0.13","<0.5","0.51","7.6","0.5","0.1","8","<1","<0.02","6.2","<1","","7","","180","49","5.3","<2","29.7","<10","33000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-07-12","1","1.9","<50","0.14","<0.05","<1","2","12","<1","<50","<0.1","12","38","1","<1","218","3","<0.01","98","7.5","62000","null","0.3","<0.01","51","<1","<10","<1","<2","1","2.5","0.07","<0.5","0.34","7.7","1.3","0.1","10","<1","<0.02","1","<1","","3","","150","60","1.1","<2","29.4","12","53000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-08-11","1","1.3","51","0.049","0.07","<1","<1","8","<1","<50","<0.1","9","<10","0.3","<1","146","1","<0.01","97","7.7","30000","null","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.73","0.013","<0.5","0.067","7.1","<0.2","0.1","12","<1","<0.02","3.9","<1","","2","","120","98","3.7","<2","26.9","<10","13000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-09-09","1","5.2","<50","0.26","<0.05","<1","<1","15","<1","<50","<0.1","16","21","0.5","<1","267","2","<0.01","92","7.1","35000","null","0.4","<0.01","57","<1","<10","<1","<2","1","1.3","0.082","<0.5","0.29","7.6","0.3","0.1","8.7","<1","<0.02","2.5","<1","","6","","180","53","2.4","<2","29.2","10","8000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-10-06","1","3.1","<50","0.39","<0.05","<1","<1","16","<1","<50","<0.1","14","23","0.3","<1","270","1","<0.01","90","7","34000","null","0.3","<0.01","<50","<1","<10","<1","<2","1","3.1","0.19","<0.5","0.39","7.2","1","0.1","8.7","<1","<0.02","1.7","<1","","4","","210","61","1.3","<2","28","<10","21000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-11-15","1","3.9","<50","0.34","0.08","<1","<1","13","<1","<50","<0.1","10","20","0.7","<1","198","3","<0.01","96","8.4","45000","null","0.3","<0.01","<50","<1","19","<1","<2","<1","3.5","0.14","0.6","0.32","7","0.7","0.1","11","<1","<0.02","2.8","<1","1.1","4","0.39","200","80","2.6","<2","21.6","17","28000"
"Junk Bay","Tseng Lan Shue Stream","JR6","2021-12-10","1","9.5","<50","0.4","<0.05","<1","<1","14","<1","<50","<0.1","16","21","1.4","<1","228","2","<0.01","90","7.9","36000","null","0.3","<0.01","<50","<1","18","<1","<2","1","3.5","0.21","<0.5","0.39","7.1","<0.2","0.1","6.7","<1","<0.02","9.1","<1","1.4","4","0.52","230","100","3.1","<2","21.4","12","26000"
"Victoria Harbour","Kai Tak River","KN1","2021-03-03","1","2.6","<50","5.4","0.08","<1","2","20","<1","1649","<0.1","30","7300","0.4","<1","21855","4","<0.01","51","4.1","170000","null","0.7","<0.01","71","<1","116","<1","6","8","1.4","1.5","<0.5","1.6","7.2","<0.2","13.8","6.6","<1","<0.02","2.1","<1","6.5","6","1.8","18000","3300","2.2","<2","22.8","14","56000"
"Victoria Harbour","Kai Tak River","KN1","2021-04-08","1","3.9","<50","2.4","0.1","<1","1","20","<1","1813","<0.1","18","7800","0.6","<1","23591","2","<0.01","36","2.7","210000","null","0.7","<0.01","57","<1","108","<1","6","5","1.5","0.59","<0.5","0.94","7.2","0.2","14.1","5.2","<1","<0.02","5.3","<1","4.8","7","1.2","18000","3500","3.3","<2","25.6","12","150000"
"Victoria Harbour","Kai Tak River","KN1","2021-05-17","1","3.1","<50","2","0.05","<1","1","24","<1","1763","<0.1","36","7900","10","2","26490","3","<0.01","61","4.2","120000","null","0.7","<0.01","<50","<1","103","<1","8","7","3.1","0.75","<0.5","1.2","7.4","2","14.5","6.1","<1","<0.02","6.6","<1","","6","","18000","3500","2.2","<2","30.1","12","65000"
"Victoria Harbour","Kai Tak River","KN1","2021-06-16","1","3.1","<50","2.3","0.13","<1","1","23","<1","1840","<0.1","15","7100","8.4","2","24243","3","<0.01","58","4.1","170000","null","0.7","<0.01","<50","<1","114","<1","6","8","3.6","0.82","<0.5","1.4","7.4","3","13.2","6.9","<1","<0.02","2.3","<1","","6","","18000","3500","3.5","<2","30","14","99000"
"Victoria Harbour","Kai Tak River","KN1","2021-07-19","1","2.1","<50","0.76","<0.05","<1","<1","15","<1","412","<0.1","11","1900","0.7","1","6535","1","<0.01","79","6.1","130000","null","0.2","<0.01","<50","<1","41","<1","3","2","0.2","0.13","<0.5","0.27","7.6","0.7","3.4","5","<1","<0.02","29","<1","","3","","4500","910","17.4","<2","27.5","12","66000"
"Victoria Harbour","Kai Tak River","KN1","2021-08-25","1","3.3","<50","2.8","<0.05","<1","2","24","<1","1638","<0.1","17","6900","1.6","2","23743","4","<0.01","67","4.6","160000","null","0.7","<0.01","68","<1","120","<1","7","9","2","0.81","<0.5","0.89","7.2","0.4","12.7","7.5","<1","<0.02","2.3","<1","","6","","17000","3000","1.7","<2","30.8","16","61000"
"Victoria Harbour","Kai Tak River","KN1","2021-09-23","1","9.6","<50","3","0.06","<1","2","26","<1","1774","<0.1","34","6400","1.8","2","21467","3","<0.01","56","4","230000","null","0.6","<0.01","73","<1","121","<1","6","6","1.6","0.67","<0.5","0.64","7.4","0.7","11.8","7.8","<1","<0.02","6.6","<1","","6","","26000","12000","14.1","<2","29","13","100000"
"Victoria Harbour","Kai Tak River","KN1","2021-10-28","1","1.4","<50","2.9","<0.05","<1","1","22","<1","1893","<0.1","11","6700","0.9","1","21342","3","<0.01","46","3.4","210000","null","0.6","<0.01","<50","<1","150","<1","7","7","2.2","0.62","<0.5","0.33","7.2","0.4","12.3","9.2","<1","<0.02","<0.5","<1","","4","","16000","3100","2.5","<2","27","11","12000"
"Victoria Harbour","Kai Tak River","KN1","2021-11-10","1","2.1","<50","2.7","<0.05","<1","2","20","<1","2517","<0.1","18","9800","1.5","<1","27556","4","<0.01","63","4.7","53000","null","0.7","<0.01","<50","<1","97","<1","8","9","2.5","0.65","<0.5","0.4","7.5","1.6","16.7","6.5","<1","<0.02","1.8","<1","3.6","4","0.66","25000","4500","3.2","2","25.6","28","21000"
"Victoria Harbour","Kai Tak River","KN1","2021-12-09","1","1.8","<50","5.4","0.1","<1","1","18","<1","1517","<0.1","26","6600","0.5","<1","19790","3","<0.01","51","4","20000","null","0.7","<0.01","<50","<1","140","<1","6","6","2.7","0.84","<0.5","1.1","7.1","0.7","12.1","4.1","<1","<0.02","1","<1","6.8","6","1.2","16000","3000","2.6","<2","23.7","20","8000"
"Victoria Harbour","Kai Tak River","KN2","2021-03-03","1","4.8","<50","5.3","0.07","<1","1","17","<1","1263","<0.1","38","5600","0.3","<1","17011","3","<0.01","83","6.6","17000","null","0.6","<0.01","83","<1","91","<1","4","7","1.6","1.8","<0.5","1.7","7.4","0.5","10.3","7.1","<1","<0.02","3.2","<1","6.8","7","1.8","13000","2300","2","<2","23.6","13","13000"
"Victoria Harbour","Kai Tak River","KN2","2021-04-08","1","1.9","<50","1.6","<0.05","<1","1","19","<1","1615","<0.1","18","7100","0.6","<1","21798","2","<0.01","73","5.5","7600","null","0.7","<0.01","<50","<1","101","<1","5","5","1.7","0.69","<0.5","1","7.3","0.6","12.8","5.4","<1","<0.02","9","<1","3.6","6","1.2","16000","3100","2.9","<2","25.9","12","4300"
"Victoria Harbour","Kai Tak River","KN2","2021-05-17","1","3.9","<50","2.5","0.07","<1","1","19","<1","1428","<0.1","28","6100","3.6","1","21789","3","<0.01","77","5.4","7400","null","0.7","<0.01","72","<1","123","<1","4","7","3.7","0.96","<0.5","1.7","7.3","0.9","11.6","7","<1","<0.02","2.8","<1","","7","","16000","3300","0.8","<2","30.9","17","3600"
"Victoria Harbour","Kai Tak River","KN2","2021-06-16","1","5.1","<50","2.3","0.08","<1","1","19","<1","1555","<0.1","35","6100","1.7","1","21291","3","<0.01","83","5.9","8200","null","0.7","<0.01","<50","<1","110","<1","4","8","4.3","0.97","<0.5","2.1","7.4","1.4","11.3","7.4","<1","<0.02","1.8","<1","","6","","16000","3200","3.3","<2","30.7","14","5400"
"Victoria Harbour","Kai Tak River","KN2","2021-07-19","1","3.6","<50","1.5","<0.05","<1","<1","17","<1","611","<0.1","16","2800","0.6","1","9864","2","<0.01","87","6.6","45000","null","0.4","<0.01","<50","<1","70","<1","3","4","2.9","0.57","<0.5","0.95","7.3","0.4","5.1","6.9","<1","<0.02","3.4","<1","","4","","6900","1300","4.3","<2","28.9","19","13000"
"Victoria Harbour","Kai Tak River","KN2","2021-08-25","1","3.7","<50","1.9","0.05","<1","1","21","<1","1305","<0.1","25","5700","2.1","2","20440","3","<0.01","91","6.4","13000","null","0.7","<0.01","<50","<1","108","<1","5","8","3.2","1.1","<0.5","0.79","7.3","0.5","10.6","7.8","<1","<0.02","2.3","<1","","6","","14000","2300","1.7","<2","31.6","16","3700"
"Victoria Harbour","Kai Tak River","KN2","2021-09-23","1","5.1","<50","0.69","<0.05","<1","<1","12","<1","483","<0.1","24","1800","1.2","1","6961","2","<0.01","92","7.1","190000","null","<0.2","<0.01","50","<1","64","<1","2","3","1.2","0.27","<0.5","0.16","7.4","0.8","3.6","3.2","<1","<0.02","5.6","<1","","4","","4700","1100","12.7","<2","28","21","100000"
"Victoria Harbour","Kai Tak River","KN2","2021-10-28","1","5.2","<50","2.6","<0.05","<1","<1","17","<1","1198","<0.1","27","4500","1.5","<1","15217","3","<0.01","82","6.1","12000","null","0.6","<0.01","<50","<1","130","<1","4","7","4.6","1.1","<0.5","0.39","7.2","0.3","8.3","9.1","<1","<0.02","2.4","<1","","6","","12000","2300","2.3","<2","28","10","4900"
"Victoria Harbour","Kai Tak River","KN2","2021-11-10","1","3.5","<50","2.2","<0.05","<1","1","18","<1","1448","<0.1","22","5600","1.1","<1","17947","3","<0.01","85","6.5","8000","null","0.6","<0.01","<50","<1","110","<1","4","8","5.4","1.1","<0.5","0.47","7.3","0.4","10.3","7.3","<1","<0.02","2.4","<1","3.7","6","0.84","13000","2300","2.7","<2","26.1","22","2000"
"Victoria Harbour","Kai Tak River","KN2","2021-12-09","1","3.6","<50","5.9","0.11","<1","1","18","<1","1246","<0.1","30","5300","0.6","<1","16577","3","<0.01","84","6.6","11000","null","0.7","<0.01","<50","<1","104","<1","4","6","3.8","1.1","<0.5","1.3","7.3","0.4","9.8","3.1","<1","<0.02","1.9","<1","7.8","7","1.4","13000","2600","1.5","<2","24.4","22","4800"
"Victoria Harbour","Kai Tak River","KN3","2021-03-03","1","6.5","<50","4.8","0.07","<1","1","18","<1","1293","<0.1","42","6000","0.9","<1","17957","3","<0.01","84","6.7","29000","null","0.6","<0.01","86","<1","95","<1","4","7","1.7","1.8","<0.5","1.6","7.3","1","10.9","6.9","<1","<0.02","6.7","<1","6.2","7","1.8","13000","2200","2.6","<2","23.6","14","14000"
"Victoria Harbour","Kai Tak River","KN3","2021-04-08","1","4.6","<50","1.2","<0.05","<1","1","18","<1","1611","<0.1","35","6200","1.8","<1","19749","7","<0.01","87","6.6","28000","null","0.7","<0.01","56","<1","88","<1","4","7","1.8","0.68","<0.5","0.87","7.3","2.5","11.5","5.5","<1","<0.02","9","<1","2.8","9","1.2","15000","2700","3.7","<2","26.2","14","19000"
"Victoria Harbour","Kai Tak River","KN3","2021-05-17","1","5.8","<50","2.1","<0.05","<1","1","19","<1","1438","<0.1","36","6400","2.6","1","22522","3","<0.01","80","5.6","12000","null","0.7","<0.01","67","<1","97","<1","4","6","3.6","1.1","<0.5","1.4","7.2","0.9","12","6.7","<1","<0.02","2.9","<1","","7","","15000","3000","1.5","<2","30.8","14","4000"
"Victoria Harbour","Kai Tak River","KN3","2021-06-16","1","6.3","<50","1.9","0.05","<1","1","20","<1","1560","<0.1","39","6200","1.9","<1","21496","3","<0.01","85","5.9","9000","null","0.7","<0.01","<50","<1","102","<1","4","8","4.4","1","<0.5","1.7","7.3","1.6","11.4","7.1","<1","<0.02","8.4","<1","","7","","14000","2700","3.7","<2","30.7","15","4600"
"Victoria Harbour","Kai Tak River","KN3","2021-07-19","1","6.2","<50","1.4","<0.05","<1","<1","19","<1","576","<0.1","16","2600","2.5","1","9342","2","<0.01","89","6.6","81000","null","0.4","<0.01","51","<1","71","<1","3","4","2.9","0.62","<0.5","0.89","7.5","3.4","4.8","6.8","<1","<0.02","36","<1","","5","","6400","1200","18.3","<2","29","18","20000"
"Victoria Harbour","Kai Tak River","KN3","2021-08-25","1","4.9","<50","1.7","<0.05","<1","1","21","<1","1269","<0.1","37","5800","3","2","20449","3","<0.01","95","6.6","19000","null","0.7","<0.01","<50","<1","98","<1","5","8","3.4","1.1","<0.5","0.75","7.3","1.2","10.7","7.8","<1","<0.02","3","<1","","7","","14000","2400","1.1","<2","31.5","17","7600"
"Victoria Harbour","Kai Tak River","KN3","2021-09-23","1","4.9","<50","0.56","0.1","<1","<1","11","<1","405","<0.1","33","1400","1.7","1","5626","2","<0.01","94","7.3","320000","null","<0.2","<0.01","<50","<1","43","<1","<2","2","1.1","0.23","<0.5","0.14","7.5","1.1","2.9","3","<1","<0.02","10","<1","","6","","4300","1000","15.6","<2","27.7","24","130000"
"Victoria Harbour","Kai Tak River","KN3","2021-10-28","1","7.3","<50","2.4","<0.05","<1","<1","16","<1","1042","<0.1","33","3800","1.4","<1","13613","2","<0.01","85","6.4","11000","null","0.6","<0.01","<50","<1","125","<1","4","7","4.8","1.1","<0.5","0.31","7.2","1.3","7.4","9.1","<1","<0.02","2.3","<1","","7","","9400","1700","4.2","<2","27.9","11","3700"
"Victoria Harbour","Kai Tak River","KN3","2021-11-10","1","4.2","<50","2","0.1","<1","1","19","<1","1301","<0.1","18","4900","0.8","<1","16209","3","<0.01","90","6.9","22000","null","0.6","<0.01","<50","<1","111","<1","4","8","5.7","1.2","<0.5","0.43","7.4","0.7","9.2","7.5","<1","<0.02","3.4","<1","3.6","5","0.66","11000","2000","2.1","<2","26.2","18","2600"
"Victoria Harbour","Kai Tak River","KN3","2021-12-09","1","4.8","<50","5.5","0.18","<1","1","15","<1","1169","<0.1","28","4900","0.6","<1","15881","3","<0.01","89","7.1","23000","null","0.6","<0.01","53","<1","102","<1","4","6","3.8","1.3","<0.5","1.1","7.4","0.5","9.4","3.8","<1","<0.02","3.8","<1","6.6","7","1.2","13000","2300","2.3","<2","24.3","14","10000"
"Victoria Harbour","Kai Tak River","KN4","2021-03-03","1","7.5","<50","3.9","0.07","<1","1","18","<1","1159","<0.1","30","5400","1.2","<1","16528","3","<0.01","85","6.8","23000","null","0.6","<0.01","74","<1","90","<1","4","7","1.8","1.9","<0.5","1.2","7.2","1.9","9.9","6.9","<1","0.05","6.7","<1","6","7","1.4","12000","2100","3.1","<2","23.9","14","14000"
"Victoria Harbour","Kai Tak River","KN4","2021-04-08","1","5.5","<50","0.79","<0.05","<1","1","18","<1","1507","<0.1","48","6100","2.1","<1","19245","2","<0.01","92","6.9","8100","null","0.7","<0.01","50","<1","82","<1","4","6","2","0.55","<0.5","0.85","7.4","2.8","11.1","5.5","<1","<0.02","9.3","<1","3.8","9","1.2","13000","2500","4.5","<2","26.5","14","5200"
"Victoria Harbour","Kai Tak River","KN4","2021-05-17","1","6.8","<50","0.97","0.05","<1","1","19","<1","1440","<0.1","27","6300","2","1","22193","3","<0.01","90","6.3","65000","null","0.7","<0.01","66","<1","77","<1","4","6","4.2","1.1","<0.5","1.3","7.2","1.6","11.8","6.6","<1","<0.02","8.7","<1","","9","","15000","2800","2","<2","30.7","14","11000"
