Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:01:33,13-12-2024 15:01:35,2.012s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,13-12-2024 15:01:35,13-12-2024 15:01:35,0.012s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,13-12-2024 15:01:35,13-12-2024 15:01:35,0.045s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:01:35,13-12-2024 15:01:37,2.006s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.002s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.018s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.016s,PASSED
if (actualErrMess.equals(existingErrMess)),Chrome 131.0.0.0,Verify error message for exsting phone number,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.115s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.017s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 15:01:37,13-12-2024 15:01:37,0.040s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 15:01:37,13-12-2024 15:01:44,7.567s,PASSED
